Object ID	x-center	y-center
1357	96.75	410.75
1358	252.75	411.50
1359	291.50	411.50
1360	537.75	412.25
1361	718.17	412.42
1362	310.75	413.00
1363	512.47	413.19
1364	555.50	413.00
1365	296.40	415.05
1366	345.50	413.50
1367	585.00	414.00
1368	235.00	414.50
1369	387.33	415.19
1370	479.32	416.32
1371	57.68	417.61
1372	252.00	415.75
1373	339.05	417.00
1374	378.83	415.67
1375	468.25	417.00
1376	546.82	417.13
1377	562.31	416.44
1378	579.75	416.00
1379	734.25	416.00
1380	759.10	416.81
1381	68.67	417.81
1382	317.25	416.50
1383	473.75	417.00
1384	664.50	417.00
1385	683.38	418.08
1386	329.56	418.81
1387	356.75	418.25
1388	534.69	419.28
1389	291.25	419.00
1390	609.73	420.93
1391	176.50	419.62
1392	282.15	420.05
1393	362.75	420.25
1394	508.11	420.50
1395	178.75	420.50
1396	393.50	420.75
1397	423.89	421.50
1398	595.25	420.75
1399	108.88	422.50
1400	232.73	422.27
1401	347.50	422.38
1402	382.75	421.50
1403	515.00	422.25
1404	550.50	422.64
1405	620.38	423.75
1406	655.35	421.70
1407	391.67	423.17
1408	216.75	423.75
1409	737.70	424.85
1410	401.10	426.70
1411	583.67	425.33
1412	727.57	425.25
1413	373.75	426.00
1414	414.75	426.25
1415	528.25	427.50
1416	687.75	427.00
1417	698.82	427.31
1418	777.79	428.36
1419	56.70	428.60
1420	309.80	429.64
1421	466.83	428.67
1422	554.04	429.11
1423	605.75	429.00
1424	722.75	429.25
1425	752.75	430.25
1426	243.89	430.50
1427	393.17	430.42
1428	680.50	430.25
1429	738.12	431.19
1430	114.64	432.38
1431	620.56	431.56
1432	772.00	430.75
1433	174.50	432.11
1434	387.75	431.75
1435	464.10	432.90
1436	593.14	433.57
1437	223.00	432.75
1438	290.75	433.25
1439	391.50	433.62
1440	404.75	433.50
1441	423.67	433.33
1442	443.50	432.62
1443	575.13	433.77
1444	633.50	433.38
1445	258.24	434.26
1446	541.36	434.83
1447	653.50	434.00
1448	683.07	433.87
1449	765.31	434.44
1450	175.00	433.25
1451	204.81	438.81
1452	641.58	436.12
1453	633.27	437.61
1454	516.85	437.80
1455	536.75	438.00
1456	653.50	435.75
1457	716.67	437.67
1458	788.83	437.67
1459	381.03	441.51
1460	590.83	439.33
1461	673.06	438.94
1462	776.22	440.16
1463	258.50	440.00
1464	660.30	442.52
1465	751.10	442.25
1466	166.75	441.89
1467	273.67	441.33
1468	370.75	440.50
1469	516.67	441.33
1470	178.33	443.18
1471	304.09	442.09
1472	348.12	442.50
1473	588.75	441.50
1474	690.33	442.17
1475	211.50	443.11
1476	241.33	442.67
1477	349.25	442.50
1478	448.75	444.00
1479	648.83	443.33
1480	680.50	444.00
1481	184.25	445.50
1482	393.67	446.33
1483	523.60	445.95
1484	635.93	446.76
1485	708.71	446.39
1486	207.34	447.87
1487	274.11	447.50
1488	299.81	447.81
1489	334.75	447.25
1490	428.75	447.00
1491	627.23	447.27
1492	85.73	448.27
1493	249.75	447.50
1494	418.84	448.94
1495	467.58	448.36
1496	504.63	449.15
1497	562.25	448.50
1498	354.00	448.75
1499	367.33	448.92
1500	472.17	449.42
1501	595.73	449.27
1502	149.26	450.50
1503	197.40	451.05
1504	232.40	450.05
1505	665.17	451.45
1506	273.50	451.38
1507	459.58	451.58
1508	612.75	450.75
1509	640.07	454.21
1510	265.36	452.92
1511	294.67	452.33
1512	377.10	452.06
1513	562.25	450.00
1514	581.67	452.33
1515	96.50	452.50
1516	356.60	452.95
1517	427.56	454.00
1518	517.87	453.77
1519	619.10	453.27
1520	623.31	454.19
1521	731.05	454.40
1522	359.75	454.50
1523	417.27	458.01
1524	430.67	455.33
1525	546.80	455.15
1526	608.50	455.89
1527	714.25	454.75
1528	55.33	456.33
1529	210.40	456.05
1530	323.05	456.40
1531	496.60	455.95
1532	555.35	455.70
1533	689.42	456.22
1534	275.25	458.44
1535	311.50	456.50
1536	316.50	456.75
1537	461.50	457.00
1538	531.57	457.73
1539	354.00	459.10
1540	370.50	457.62
1541	460.75	457.50
1542	604.90	458.48
1543	722.68	458.89
1544	383.67	458.67
1545	522.60	459.50
1546	612.83	458.67
1547	797.75	458.50
1548	248.50	460.38
1549	362.67	460.33
1550	438.31	460.95
1551	472.17	460.42
1552	698.97	460.23
1553	331.60	461.05
1554	355.75	459.75
1555	389.75	460.50
1556	568.75	461.00
1557	670.50	460.75
1558	688.33	461.81
1559	97.81	462.19
1560	252.50	462.25
1561	683.30	463.05
1562	218.00	463.00
1563	287.08	462.92
1564	303.75	462.50
1565	355.09	464.68
1566	381.05	463.40
1567	556.75	462.75
1568	169.73	464.27
1569	406.21	466.13
1570	467.11	466.00
1571	485.08	465.56
1572	624.20	466.15
1573	206.35	470.29
1574	700.75	466.25
1575	746.45	467.10
1576	275.58	467.33
1577	384.75	466.50
1578	447.75	467.00
1579	523.83	467.33
1580	567.61	466.71
1581	576.35	467.03
1582	368.41	470.72
1583	418.33	468.92
1584	712.75	468.42
1585	719.19	468.81
1586	328.08	469.81
1587	339.14	474.26
1588	600.75	469.00
1589	762.36	469.34
1590	91.00	469.50
1591	282.50	470.89
1592	390.89	470.75
1593	605.93	470.76
1594	142.92	471.08
1595	437.77	471.14
1596	478.92	471.08
1597	673.11	471.50
1598	723.49	472.31
1599	536.50	472.42
1600	540.95	473.13
1601	735.83	471.67
1602	448.17	473.75
1603	530.87	473.77
1604	548.05	474.14
1605	692.46	473.24
1606	429.38	473.88
1607	449.83	473.92
1608	483.10	474.84
1609	525.25	474.25
1610	651.25	474.89
1611	329.87	475.88
1612	471.58	475.83
1613	596.99	478.09
1614	626.60	474.95
1615	776.67	475.33
1616	142.84	477.19
1617	154.00	476.50
1618	400.11	476.50
1619	496.58	478.35
1620	509.52	476.89
1621	665.50	476.28
1622	736.00	475.50
1623	391.89	477.50
1624	538.77	477.68
1625	622.50	477.00
1626	797.25	477.50
1627	412.75	478.25
1628	479.75	478.25
1629	490.31	478.19
1630	616.21	479.29
1631	752.33	479.15
1632	250.75	479.89
1633	693.75	478.50
1634	212.14	480.04
1635	565.69	480.90
1636	714.67	480.81
1637	549.83	480.67
1638	171.98	484.45
1639	467.67	482.33
1640	518.75	482.26
1641	702.56	482.31
1642	284.65	484.10
1643	325.60	484.70
1644	362.88	483.38
1645	434.50	482.75
1646	636.98	483.29
1647	789.00	483.39
1648	393.57	484.11
1649	697.23	484.27
1650	364.00	484.25
1651	478.64	485.50
1652	632.64	485.75
1653	535.15	486.30
1654	778.05	486.40
1655	797.36	486.67
1656	102.08	487.81
1657	347.50	487.89
1658	357.00	487.25
1659	465.33	486.67
1660	581.75	487.00
1661	627.92	486.92
1662	734.80	487.40
1663	386.75	488.00
1664	782.86	490.55
1665	787.60	487.95
1666	213.75	489.89
1667	262.75	489.25
1668	293.19	489.92
1669	669.25	489.50
1670	474.63	491.46
1671	519.50	490.00
1672	274.33	490.67
1673	383.33	490.67
1674	523.76	494.65
1675	555.75	490.50
1676	580.70	491.60
1677	130.50	491.50
1678	350.00	491.75
1679	488.94	494.96
1680	499.75	491.50
1681	681.75	492.00
1682	757.75	492.00
1683	157.53	497.01
1684	322.75	493.00
1685	463.75	493.25
1686	567.06	494.28
1687	612.04	493.87
1688	437.94	497.29
1689	546.60	493.95
1690	584.17	494.42
1691	268.83	495.17
1692	329.33	494.92
1693	452.76	497.22
1694	459.75	495.75
1695	252.25	497.25
1696	167.33	497.67
1697	194.58	498.58
1698	288.08	499.25
1699	654.00	498.00
1700	662.43	498.53
1701	676.64	497.96
1702	734.00	497.00
1703	745.05	498.60
1704	190.70	501.60
1705	225.92	500.33
1706	373.50	500.00
1707	509.08	499.67
1708	556.29	501.54
1709	591.56	501.02
1710	99.00	500.75
1711	333.89	501.43
1712	536.37	505.50
1713	566.05	501.40
1714	342.26	505.14
1715	359.67	502.33
1716	380.50	501.75
1717	232.58	503.58
1718	326.75	503.00
1719	426.50	503.00
1720	466.87	503.88
1721	612.75	503.25
1722	625.00	504.15
1723	670.25	504.50
1724	723.50	504.50
1725	524.47	506.78
1726	458.75	507.25
1727	489.75	506.50
1728	178.78	509.10
1729	500.08	508.81
1730	659.83	508.82
1731	717.05	508.40
1732	132.84	509.60
1733	587.50	508.75
1734	122.65	511.60
1735	645.75	509.75
1736	783.75	509.50
1737	81.50	511.89
1738	454.67	513.70
1739	459.50	509.25
1740	485.00	510.75
1741	527.08	510.67
1742	636.00	510.50
1743	732.75	510.50
1744	770.50	510.50
1745	788.50	513.69
1746	465.50	512.00
1747	706.75	511.75
1748	200.74	513.19
1749	712.83	512.67
1750	604.40	514.27
1751	615.33	513.92
1752	677.31	514.44
1753	700.25	513.62
1754	729.17	516.50
1755	206.05	515.60
1756	314.33	515.81
1757	421.56	516.33
1758	772.75	514.50
1759	105.92	515.67
1760	397.14	520.62
1761	411.67	516.33
1762	684.75	516.00
1763	194.05	517.40
1764	243.08	516.67
1765	323.83	516.67
1766	512.50	517.25
1767	624.80	518.40
1768	449.00	519.50
1769	517.60	519.05
1770	523.96	519.33
1771	646.65	521.93
1772	273.79	524.40
1773	478.33	521.23
1774	495.73	520.27
1775	573.17	520.42
1776	76.42	521.17
1777	111.95	521.40
1778	488.12	524.95
1779	581.18	523.67
1780	673.75	520.50
1781	690.50	520.50
1782	208.60	521.70
1783	507.25	522.00
1784	590.40	521.70
1785	632.15	524.25
1786	657.55	522.94
1787	768.75	521.75
1788	741.60	524.00
1789	764.75	522.50
1790	264.90	525.10
1791	775.28	525.44
1792	393.50	524.62
1793	415.75	524.75
1794	706.01	526.05
1795	751.17	525.33
1796	280.50	526.50
1797	384.43	526.38
1798	421.56	526.19
1799	496.19	526.81
1800	64.44	527.66
1801	244.00	527.25
1802	257.08	528.78
1803	413.25	527.11
1804	537.22	528.82
1805	562.32	528.22
1806	89.50	527.50
1807	178.33	527.67
1808	467.38	529.27
1809	621.60	528.05
1810	370.33	529.33
1811	449.70	529.32
1812	493.00	528.75
1813	600.58	529.58
1814	613.67	529.08
1815	658.31	529.19
1816	685.52	530.83
1817	587.60	529.95
1818	92.50	530.50
1819	179.50	529.25
1820	310.35	534.99
1821	330.67	531.33
1822	629.50	530.50
1823	715.83	530.67
1824	229.19	532.33
1825	341.60	531.70
1826	506.31	532.19
1827	561.79	529.88
1828	652.50	532.50
1829	762.58	535.96
1830	784.02	532.33
1831	135.08	532.67
1832	171.00	532.75
1833	430.30	536.37
1834	89.89	534.25
1835	245.05	534.40
1836	336.80	534.40
1837	517.41	535.98
1838	545.81	535.06
1839	690.40	534.30
1840	295.50	535.00
1841	468.75	536.05
1842	476.75	534.50
1843	552.05	535.40
1844	586.40	535.30
1845	653.50	533.50
1846	792.75	535.00
1847	188.75	535.75
1848	258.67	536.33
1849	479.60	535.95
1850	657.08	535.67
1851	727.25	536.92
1852	785.17	533.83
1853	241.50	536.50
1854	563.57	537.36
1855	595.56	537.19
1856	668.30	539.78
1857	235.00	537.50
1858	251.75	538.00
1859	290.25	539.22
1860	337.74	541.81
1861	422.08	538.97
1862	554.17	538.42
1863	739.20	538.07
1864	303.56	539.81
1865	570.31	543.89
1866	244.81	541.08
1867	512.33	540.33
1868	541.65	543.30
1869	256.60	541.05
1870	317.75	541.25
1871	474.67	540.67
1872	690.91	541.98
1873	718.40	542.25
1874	427.00	542.00
1875	590.31	543.59
1876	246.25	541.75
1877	379.25	548.65
1878	404.50	543.50
1879	553.83	543.25
1880	114.50	545.50
1881	191.00	546.00
1882	201.52	546.66
1883	263.02	546.07
1884	271.67	544.67
1885	422.92	545.08
1886	655.87	548.81
1887	669.25	545.00
1888	355.92	547.72
1889	491.30	549.23
1890	621.56	546.19
1891	227.81	547.44
1892	83.55	551.00
1893	496.00	547.50
1894	532.15	548.05
1895	781.10	548.90
1896	536.50	549.89
1897	704.00	549.50
1898	265.58	550.58
1899	476.33	549.67
1900	599.45	551.99
1901	770.19	550.81
1902	517.19	551.67
1903	636.06	551.24
1904	727.40	551.60
1905	755.91	551.73
1906	233.50	551.75
1907	353.17	552.42
1908	360.06	553.06
1909	264.62	553.50
1910	328.14	554.08
1911	548.27	553.73
1912	780.67	553.33
1913	448.75	553.50
1914	751.13	555.27
1915	490.33	555.33
1916	631.31	556.08
1917	670.42	555.42
1918	175.50	556.12
1919	192.81	556.33
1920	237.00	556.25
1921	307.00	555.75
1922	703.50	555.50
1923	150.05	557.40
1924	310.60	556.95
1925	400.50	557.00
1926	404.50	557.00
1927	306.25	556.50
1928	330.79	558.14
1929	673.73	560.96
1930	293.75	562.37
1931	422.15	559.30
1932	490.50	557.00
1933	550.75	559.00
1934	652.50	558.50
1935	735.50	559.25
1936	140.50	559.62
1937	245.50	559.50
1938	276.73	560.27
1939	614.75	560.25
1940	627.75	561.25
1941	764.20	564.52
1942	165.50	561.50
1943	344.50	561.50
1944	772.52	563.32
1945	167.00	562.00
1946	569.25	564.00
1947	622.34	564.76
1948	626.50	562.00
1949	649.17	564.92
1950	318.75	563.50
1951	441.25	564.25
1952	515.25	563.62
1953	407.97	565.23
1954	501.83	565.25
1955	636.75	565.50
1956	719.42	565.19
1957	114.89	566.25
1958	152.33	566.67
1959	213.33	566.67
1960	405.05	567.40
1961	596.75	567.25
1962	688.64	567.50
1963	206.75	568.89
1964	432.25	568.25
1965	455.27	568.73
1966	484.97	568.23
1967	609.50	567.50
1968	756.67	567.67
1969	104.58	569.58
1970	327.50	569.11
1971	760.67	568.67
1972	776.25	569.25
1973	51.50	570.50
1974	491.00	570.50
1975	394.08	571.56
1976	617.19	571.81
1977	675.58	571.17
1978	765.00	571.50
1979	490.25	571.50
1980	525.08	571.67
1981	533.75	572.50
1982	547.75	572.00
1983	207.00	570.75
1984	530.19	573.81
1985	633.75	573.50
1986	691.32	573.36
1987	792.16	574.53
1988	158.50	573.50
1989	448.77	575.48
1990	673.31	574.19
1991	165.98	575.41
1992	562.60	574.70
1993	596.89	575.73
1994	370.75	575.50
1995	422.56	576.31
1996	510.50	575.62
1997	565.84	576.40
1998	684.75	575.75
1999	767.31	576.44
2000	322.58	581.00
2001	393.00	577.00
2002	504.82	577.68
2003	690.56	579.81
2004	797.65	577.98
2005	52.03	578.97
2006	482.00	578.25
2007	517.17	578.17
2008	608.44	580.17
2009	94.33	578.67
2010	779.75	579.00
2011	159.50	580.00
2012	598.17	580.19
2013	112.75	581.11
2014	272.50	580.50
2015	289.33	580.67
2016	436.75	580.50
2017	490.27	583.43
2018	495.31	581.44
2019	744.75	582.00
2020	786.50	581.38
2021	477.75	581.50
2022	503.75	582.00
2023	564.00	581.50
2024	153.50	583.25
2025	225.75	582.75
2026	619.17	583.42
2027	634.36	584.50
2028	705.75	583.50
2029	730.75	583.50
2030	443.53	587.41
2031	572.13	590.86
2032	772.75	584.75
2033	775.83	584.67
2034	96.33	585.67
2035	195.33	585.67
2036	203.50	585.75
2037	341.50	585.50
2038	769.75	585.50
2039	327.90	589.51
2040	421.00	587.50
2041	525.17	588.20
2042	787.25	586.62
2043	239.50	588.38
2044	581.50	587.50
2045	659.67	588.33
2046	764.00	587.62
2047	315.91	589.82
2048	489.74	590.09
2049	732.83	589.67
2050	780.11	590.50
2051	534.08	590.67
2052	637.75	590.75
2053	173.67	591.67
2054	307.50	591.50
2055	411.58	592.58
2056	598.67	592.33
2057	656.50	592.00
2058	739.07	591.87
2059	587.25	592.50
2060	625.75	594.00
2061	777.89	595.31
2062	324.58	595.58
2063	478.31	595.19
2064	535.50	594.62
2065	162.75	595.50
2066	170.75	596.00
2067	336.75	595.50
2068	449.75	595.50
2069	613.05	599.21
2070	559.81	600.66
2071	229.67	598.08
2072	240.67	599.81
2073	414.03	599.92
2074	443.60	600.20
2075	495.75	600.99
2076	276.92	601.33
2077	634.36	601.64
2078	386.08	602.25
2079	542.02	603.04
2080	579.17	602.17
2081	751.00	602.25
2082	765.11	602.57
2083	389.83	603.67
2084	140.50	604.50
2085	204.75	604.50
2086	706.44	604.91
2087	760.25	605.89
2088	126.08	605.92
2089	437.75	605.50
2090	534.75	605.50
2091	628.08	607.56
2092	667.25	608.00
2093	167.25	608.25
2094	197.81	608.33
2095	326.00	607.75
2096	367.08	607.92
2097	390.06	612.46
2098	479.25	610.00
2099	636.75	608.75
2100	674.25	609.11
2101	358.77	610.14
2102	450.95	610.40
2103	565.11	610.71
2104	609.75	610.00
2105	754.94	610.17
2106	260.08	610.92
2107	360.60	610.20
2108	547.83	610.67
2109	700.40	611.27
2110	495.31	613.43
2111	628.67	612.33
2112	334.75	613.00
2113	224.94	616.03
2114	413.08	613.92
2115	443.35	613.70
2116	523.25	614.50
2117	559.25	615.11
2118	580.50	614.50
2119	280.33	615.92
2120	365.22	617.46
2121	408.75	616.25
2122	602.83	616.33
2123	657.33	616.02
2124	664.43	616.92
2125	445.25	617.10
2126	453.50	616.50
2127	675.50	616.50
2128	328.03	620.95
2129	351.92	618.08
2130	281.50	619.50
2131	471.40	619.27
2132	319.85	620.20
2133	442.83	620.28
2134	563.50	620.00
2135	692.50	620.38
2136	289.12	621.06
2137	390.50	620.50
2138	409.14	621.77
2139	480.92	621.33
2140	618.75	620.50
2141	267.50	621.75
2142	355.33	622.19
2143	466.64	623.50
2144	578.67	623.67
2145	728.70	624.60
2146	481.38	627.55
2147	784.07	625.87
2148	61.15	628.00
2149	729.50	625.50
2150	738.67	627.62
2151	141.67	627.67
2152	366.42	628.17
2153	370.58	628.83
2154	466.08	628.58
2155	525.97	628.23
2156	362.04	629.18
2157	434.67	628.67
2158	606.85	629.20
2159	700.67	629.33
2160	113.79	633.11
2161	403.50	630.50
2162	572.92	630.83
2163	617.31	631.19
2164	79.50	631.50
2165	212.72	633.17
2166	556.40	633.30
2167	580.75	632.50
2168	591.25	633.25
2169	714.10	633.50
2170	775.15	633.92
2171	388.89	634.50
2172	541.08	633.67
2173	678.76	634.29
2174	323.67	635.34
2175	395.83	634.67
2176	488.69	635.22
2177	519.67	635.33
2178	57.08	636.77
2179	90.95	636.60
2180	233.79	637.20
2181	454.50	635.62
2182	618.50	636.50
2183	224.21	639.83
2184	433.75	637.25
2185	504.64	637.62
2186	602.75	637.75
2187	610.33	636.67
2188	652.11	637.50
2189	746.56	639.69
2190	533.75	638.00
2191	538.75	638.25
2192	451.50	639.00
2193	569.99	641.74
2194	416.81	641.00
2195	286.44	642.44
2196	502.75	640.75
2197	553.74	645.27
2198	582.19	641.75
2199	725.75	641.50
2200	394.77	643.14
2201	526.00	643.50
2202	531.56	643.19
2203	699.68	644.12
2204	587.25	644.25
2205	667.19	644.92
2206	711.67	644.67
2207	276.50	644.50
2208	301.60	644.70
2209	525.75	644.75
2210	738.75	645.00
2211	455.56	646.19
2212	564.75	645.75
2213	239.81	650.36
2214	754.25	647.50
2215	791.75	646.50
2216	127.50	648.00
2217	475.90	650.75
2218	542.75	648.00
2219	773.02	648.33
2220	165.50	649.62
2221	250.15	649.05
2222	350.50	648.50
2223	508.75	649.25
2224	512.20	650.07
2225	526.67	648.67
2226	498.10	650.40
2227	612.75	650.50
2228	718.89	650.55
2229	112.47	651.72
2230	542.00	649.50
2231	727.85	653.22
2232	736.33	651.67
2233	754.75	649.00
2234	70.42	652.42
2235	88.20	654.66
2236	390.57	652.09
2237	550.00	652.72
2238	557.75	651.50
2239	131.67	653.33
2240	352.83	653.25
2241	492.64	653.50
2242	744.12	653.31
2243	94.00	654.25
2244	335.50	653.75
2245	752.75	655.06
2246	250.95	655.60
2247	533.70	655.60
2248	107.72	656.83
2249	273.83	656.58
2250	408.67	656.08
2251	524.06	656.75
2252	736.33	653.67
2253	421.75	657.25
2254	439.75	656.50
2255	539.97	657.23
2256	609.33	657.19
2257	154.00	657.75
2258	737.75	657.75
2259	493.67	663.98
2260	585.35	659.60
2261	572.75	659.50
2262	677.17	660.42
2263	280.75	661.50
2264	590.00	661.00
2265	556.63	663.02
2266	106.75	662.75
2267	214.17	664.17
2268	456.31	664.52
2269	531.43	664.50
2270	596.31	664.88
2271	620.18	667.17
2272	680.70	664.60
2273	92.08	664.67
2274	583.50	664.75
2275	692.00	665.00
2276	300.28	667.75
2277	552.67	667.08
2278	631.68	668.21
2279	116.50	667.50
2280	291.75	668.15
2281	517.19	668.31
2282	698.75	667.75
2283	740.46	670.64
2284	791.17	668.42
2285	110.50	669.00
2286	765.85	671.33
2287	778.00	669.50
2288	755.30	671.45
2289	193.50	671.50
2290	395.75	671.75
2291	516.90	672.35
2292	554.87	672.82
2293	637.30	673.76
2294	542.64	674.25
2295	585.14	674.66
2296	210.92	675.33
2297	700.17	674.92
2298	748.81	675.33
2299	359.50	675.50
2300	664.00	676.25
2301	156.33	677.08
2302	388.27	677.73
2303	236.50	677.50
2304	272.50	677.75
2305	287.50	677.75
2306	242.08	679.58
2307	636.75	678.50
2308	711.08	678.67
2309	227.25	679.75
2310	635.25	681.08
2311	721.00	681.50
2312	168.50	682.64
2313	216.25	681.50
2314	255.67	682.08
2315	333.33	682.08
2316	508.96	681.91
2317	611.67	682.58
2318	767.88	682.50
2319	433.60	682.70
2320	532.83	682.67
2321	534.25	682.50
2322	292.50	683.50
2323	341.52	685.18
2324	560.75	684.25
2325	684.25	685.50
2326	153.50	685.50
2327	234.25	685.75
2328	258.80	686.15
2329	290.50	685.50
2330	395.67	686.33
2331	417.94	686.12
2332	291.50	686.00
2333	444.77	688.32
2334	739.06	687.81
2335	795.67	686.67
2336	235.00	686.50
2337	449.92	688.15
2338	509.75	687.50
2339	367.55	690.68
2340	795.50	688.00
2341	322.75	691.00
2342	555.29	690.86
2343	107.44	692.88
2344	284.40	692.05
2345	222.67	693.58
2346	273.25	692.50
2347	320.67	693.81
2348	348.94	693.14
2349	524.67	695.20
2350	560.81	695.08
2351	596.28	695.02
2352	760.75	693.50
2353	450.03	698.91
2354	465.11	695.50
2355	422.07	699.28
2356	507.78	696.73
2357	537.77	696.14
2358	753.40	696.27
2359	788.33	696.81
2360	132.40	697.10
2361	305.25	697.11
2362	95.67	698.81
2363	704.48	698.33
2364	177.33	699.42
2365	384.00	699.50
2366	139.75	699.75
2367	393.64	699.94
2368	537.67	700.33
2369	347.85	703.49
2370	621.75	702.38
2371	371.00	703.25
2372	398.33	702.92
2373	687.25	703.00
2374	746.33	703.02
2375	79.93	704.73
2376	336.56	705.00
2377	483.25	704.12
2378	502.37	707.31
2379	174.67	705.33
2380	690.34	708.13
2381	791.21	705.58
2382	379.50	706.50
2383	516.52	706.47
2384	425.15	707.10
2385	536.16	708.27
2386	597.04	708.32
2387	671.83	706.67
2388	700.33	707.21
2389	761.75	706.75
2390	205.83	708.58
2391	623.10	708.70
2392	92.27	709.40
2393	464.75	709.50
2394	547.17	710.42
2395	760.83	710.33
2396	368.77	711.14
2397	424.25	712.92
2398	521.92	711.92
2399	753.83	711.67
2400	551.41	716.36
2401	666.19	712.81
2402	775.25	713.50
2403	282.25	713.75
2404	385.50	714.11
2405	476.15	715.10
2406	54.34	715.84
2407	585.50	714.75
2408	792.75	715.64
2409	338.75	716.25
2410	358.33	716.02
2411	466.75	716.50
2412	529.67	716.67
2413	648.78	717.83
2414	397.67	717.83
2415	657.05	718.40
2416	573.75	718.75
2417	726.75	719.00
2418	376.67	719.83
2419	508.11	720.25
2420	645.50	719.62
2421	700.75	719.50
2422	580.63	721.75
2423	681.30	721.10
2424	721.08	721.56
2425	242.75	721.50
2426	380.13	722.26
2427	87.25	723.25
2428	333.64	723.71
2429	390.25	723.25
2430	408.92	726.21
2431	495.50	724.25
2432	529.75	723.25
2433	418.75	725.00
2434	536.60	724.70
2435	659.43	728.02
2436	376.92	726.33
2437	268.50	726.50
2438	565.92	728.21
2439	153.33	727.67
2440	420.00	726.25
2441	593.92	728.33
2442	583.50	728.62
2443	652.75	728.50
2444	153.00	728.50
2445	250.50	729.75
2446	342.11	730.25
2447	478.50	730.77
2448	539.91	733.44
2449	720.40	730.05
2450	192.00	731.50
2451	555.00	730.50
2452	579.50	731.38
2453	150.92	732.08
2454	328.25	732.00
2455	431.50	731.50
2456	507.22	733.49
2457	650.67	731.67
2458	675.26	733.03
2459	273.42	733.42
2460	285.23	732.97
2461	376.66	734.03
2462	438.02	733.33
2463	667.67	732.67
2464	728.83	734.12
2465	101.50	733.50
2466	620.50	733.75
2467	283.89	737.75
2468	279.75	737.50
2469	466.02	738.93
2470	476.50	737.75
2471	668.75	737.75
2472	413.89	740.50
2473	448.00	739.75
2474	545.75	741.25
2475	554.33	740.67
2476	140.02	743.19
2477	153.17	742.17
2478	208.81	743.08
2479	577.13	746.21
2480	594.46	743.24
2481	692.31	743.19
2482	79.50	744.38
2483	532.75	743.75
2484	709.25	744.50
2485	772.77	745.18
2486	283.08	744.67
2487	521.50	744.50
2488	658.25	744.75
2489	748.75	745.00
2490	412.85	746.20
2491	557.38	748.20
2492	623.85	747.95
2493	547.50	747.38
2494	239.17	748.17
2495	305.83	747.67
2496	756.19	748.56
2497	404.77	749.14
2498	323.83	750.58
2499	412.17	750.72
2500	541.50	750.00
2501	701.83	749.67
2502	399.60	750.70
2503	455.01	752.92
2504	465.58	752.33
2505	144.50	753.75
2506	625.50	753.50
2507	629.75	754.50
2508	115.92	756.17
2509	208.19	756.67
2510	307.60	755.95
2511	418.58	756.58
2512	560.05	755.90
2513	565.75	755.50
2514	626.58	756.58
2515	469.27	757.40
2516	507.30	757.83
2517	177.25	757.75
2518	434.19	759.42
2519	441.33	759.58
2520	473.75	760.75
2521	566.00	762.64
2522	593.67	762.33
2523	122.75	762.75
2524	493.32	765.86
2525	180.40	763.95
2526	74.78	767.83
2527	145.33	764.67
2528	424.19	766.51
2529	676.00	765.75
2530	447.40	767.02
2531	679.50	767.38
2532	213.33	767.67
2533	228.66	768.14
2534	400.00	769.25
2535	780.48	769.33
2536	727.40	770.05
2537	739.75	769.75
2538	578.75	770.50
2539	457.60	771.70
2540	291.50	773.00
2541	379.14	773.92
2542	419.50	773.50
2543	599.50	773.00
2544	766.52	776.39
2545	60.87	775.02
2546	504.67	774.17
2547	572.00	773.50
2548	496.50	774.50
2549	380.58	774.58
2550	424.23	777.73
2551	529.00	775.50
2552	585.67	776.08
2553	327.77	776.87
2554	374.70	777.60
2555	684.67	776.67
2556	219.33	780.13
2557	474.50	777.75
2558	605.50	777.50
2559	594.00	780.75
2560	681.04	781.86
2561	490.97	782.23
2562	205.43	788.75
2563	435.85	783.21
2564	458.75	782.50
2565	722.46	783.09
2566	732.42	782.67
2567	520.50	783.50
2568	521.00	784.00
2569	245.89	786.64
2570	176.64	787.89
2571	657.69	788.44
2572	381.05	790.60
2573	727.43	789.64
2574	687.75	789.75
2575	557.83	791.41
2576	792.35	790.70
2577	592.50	791.75
2578	601.83	791.67
2579	265.50	792.75
2580	298.83	792.83
2581	64.50	793.75
2582	410.33	794.92
2583	591.27	795.81
2584	779.75	794.50
2585	152.25	795.62
2586	281.73	796.40
2587	368.80	796.40
2588	565.95	796.60
2589	608.26	797.99
2590	764.40	796.10
2591	705.52	798.34
2592	747.22	798.51
2593	149.47	798.65
2594	297.89	798.64
2595	347.33	798.65
2596	663.58	798.54
2597	360.00	798.83
2598	720.61	798.91
2599	54.00	799.00
2600	55.75	799.00
2601	61.50	799.00
2602	66.25	799.00
2603	67.75	799.00
2604	71.00	799.00
2605	75.00	799.00
2606	76.75	799.00
2607	80.25	799.00
2608	84.00	799.00
2609	87.50	799.00
2610	89.25	799.00
2611	92.75	799.00
2612	94.00	799.00
2613	98.00	799.00
2614	108.25	799.00
2615	116.50	799.00
2616	123.00	799.00
2617	126.00	799.00
2618	128.75	799.00
2619	130.00	799.00
2620	142.00	799.00
2621	159.00	799.00
2622	166.75	799.00
2623	174.25	799.00
2624	176.50	799.00
2625	203.75	799.00
2626	212.00	797.50
2627	221.75	799.00
