Object_ID	x-center	y-center	aperture_radius	mag_F336W	mag_F555W	color
1	562.71	51.97	5.0	17.587	18.520	-0.933
2	138.75	51.25	5.0	18.300	19.028	-0.728
3	359.11	53.03	5.0	17.973	19.255	-1.282
4	788.90	52.95	5.0	18.790	20.226	-1.436
5	354.25	54.96	5.0	17.581	19.369	-1.788
6	468.90	55.30	5.0	18.727	20.483	-1.756
7	562.00	53.89	5.0	17.663	18.562	-0.898
8	723.25	58.00	5.0	18.518	20.343	-1.825
9	273.25	58.50	5.0	18.547	20.164	-1.617
10	355.10	59.71	5.0	18.315	19.374	-1.060
11	555.50	58.62	5.0	19.154	20.698	-1.544
12	629.95	60.94	5.0	17.940	19.587	-1.647
13	294.25	60.00	5.0	18.782	20.326	-1.543
14	578.57	61.00	5.0	18.480	19.688	-1.208
15	458.35	63.18	5.0	18.563	19.677	-1.114
16	492.67	62.44	5.0	18.215	19.517	-1.303
17	653.00	62.25	5.0	18.817	20.333	-1.516
18	121.86	64.28	5.0	17.904	19.841	-1.938
19	287.28	64.37	5.0	17.942	19.063	-1.121
20	589.57	63.96	5.0	18.488	19.622	-1.134
21	691.23	63.92	5.0	17.591	18.826	-1.234
22	70.40	64.20	5.0	18.750	20.613	-1.863
23	556.56	64.81	5.0	18.456	20.325	-1.869
24	126.37	66.53	5.0	17.999	19.422	-1.423
25	191.42	65.91	5.0	17.307	18.191	-0.883
26	348.50	66.08	5.0	18.770	20.349	-1.580
27	380.18	66.03	5.0	18.723	20.063	-1.340
28	736.58	65.67	5.0	18.301	20.034	-1.732
29	210.33	67.28	5.0	18.171	19.630	-1.459
30	393.75	66.25	5.0	20.018	21.176	-1.158
31	442.83	68.17	5.0	17.704	19.196	-1.492
32	465.93	66.64	5.0	18.605	19.987	-1.382
33	502.50	66.38	5.0	20.478	21.675	-1.197
34	666.25	66.25	5.0	18.431	20.545	-2.114
35	603.40	67.90	5.0	18.516	20.108	-1.591
36	738.75	68.25	5.0	18.533	20.017	-1.484
37	401.00	69.75	5.0	18.770	20.107	-1.336
38	90.33	70.17	5.0	18.974	20.873	-1.898
39	472.50	70.25	5.0	18.983	21.004	-2.022
40	158.08	71.81	5.0	18.726	20.327	-1.600
41	534.58	71.67	5.0	18.550	20.231	-1.681
42	179.50	72.70	5.0	17.960	19.503	-1.543
43	669.55	72.61	5.0	18.179	19.573	-1.394
44	695.57	72.86	5.0	18.444	19.727	-1.283
45	789.75	72.25	5.0	18.951	20.970	-2.019
46	167.00	73.25	5.0	19.817	20.728	-0.911
47	796.83	73.17	5.0	18.459	20.119	-1.660
48	514.54	74.66	5.0	18.066	19.498	-1.432
49	592.25	74.25	5.0	18.038	19.842	-1.804
50	752.67	75.10	5.0	17.665	18.849	-1.184
51	148.83	76.06	5.0	18.485	19.909	-1.424
52	383.60	75.20	5.0	20.710	21.502	-0.793
53	582.17	75.92	5.0	18.245	19.548	-1.303
54	119.92	76.83	5.0	19.275	20.542	-1.267
55	180.00	76.75	5.0	18.169	19.413	-1.245
56	215.09	78.61	5.0	16.296	16.713	-0.417
57	398.00	76.25	5.0	19.403	20.643	-1.240
58	796.10	77.70	5.0	18.618	19.460	-0.842
59	156.87	82.05	5.0	15.610	16.806	-1.196
60	190.08	78.57	5.0	18.490	19.945	-1.455
61	314.75	78.25	5.0	20.383	20.926	-0.544
62	591.32	78.67	5.0	17.978	19.050	-1.072
63	785.92	78.46	5.0	17.932	19.372	-1.440
64	375.67	80.17	5.0	19.246	20.303	-1.057
65	606.25	79.25	5.0	19.180	20.833	-1.653
66	83.77	80.03	5.0	18.845	20.604	-1.759
67	660.15	80.30	5.0	20.559	21.318	-0.759
68	267.33	81.33	5.0	19.416	20.540	-1.125
69	281.00	80.50	5.0	18.949	21.075	-2.126
70	308.25	81.25	5.0	19.639	21.079	-1.440
71	336.93	81.64	5.0	17.584	19.219	-1.635
72	368.50	81.25	5.0	19.477	20.743	-1.266
73	431.56	84.18	5.0	15.941	17.003	-1.062
74	681.60	81.20	5.0	18.244	20.086	-1.842
75	229.05	82.40	5.0	19.154	20.703	-1.549
76	422.67	82.17	5.0	19.620	20.670	-1.049
77	464.50	82.38	5.0	19.676	21.225	-1.549
78	686.15	82.75	5.0	18.535	19.900	-1.365
79	285.00	83.25	5.0	19.061	20.769	-1.708
80	398.75	83.50	5.0	21.840	21.714	0.126
81	773.00	84.25	5.0	18.908	21.153	-2.245
82	208.92	85.83	5.0	19.048	20.131	-1.083
83	235.37	88.30	5.0	16.035	16.965	-0.930
84	337.98	86.67	5.0	17.578	18.230	-0.652
85	697.50	85.25	5.0	24.077	21.725	2.352
86	726.83	85.81	5.0	18.309	19.742	-1.434
87	389.85	86.88	5.0	18.249	19.615	-1.366
88	494.02	86.12	5.0	18.284	19.944	-1.659
89	559.50	85.88	5.0	19.631	20.954	-1.323
90	590.50	86.12	5.0	18.689	20.041	-1.352
91	648.13	87.46	5.0	17.432	18.850	-1.418
92	671.31	86.69	5.0	19.217	20.352	-1.136
93	81.50	87.38	5.0	19.284	20.866	-1.582
94	242.00	88.35	5.0	17.721	18.443	-0.722
95	122.36	88.16	5.0	18.447	20.365	-1.918
96	436.33	88.17	5.0	18.334	17.635	0.699
97	777.16	88.64	5.0	18.217	19.666	-1.449
98	634.67	89.33	5.0	20.276	21.280	-1.004
99	796.67	89.33	5.0	19.537	21.298	-1.761
100	424.60	89.95	5.0	18.984	20.156	-1.172
101	496.60	89.95	5.0	18.775	19.760	-0.986
102	622.75	89.50	5.0	20.362	21.721	-1.359
103	352.75	91.50	5.0	19.747	20.689	-0.942
104	358.66	92.24	5.0	18.921	19.337	-0.415
105	528.60	91.95	5.0	19.563	20.857	-1.294
106	653.25	92.75	5.0	18.486	19.880	-1.393
107	705.91	92.82	5.0	18.604	20.017	-1.413
108	264.33	93.17	5.0	19.220	21.306	-2.086
109	364.33	93.33	5.0	19.705	20.009	-0.304
110	385.67	93.33	5.0	20.032	20.506	-0.475
111	408.25	93.89	5.0	18.642	20.093	-1.451
112	628.58	93.83	5.0	19.282	20.698	-1.415
113	718.60	93.30	5.0	19.328	20.692	-1.364
114	322.50	94.00	5.0	18.326	20.421	-2.095
115	452.89	95.56	5.0	18.185	19.273	-1.088
116	478.75	94.25	5.0	19.424	20.902	-1.478
117	510.91	94.34	5.0	18.173	19.456	-1.283
118	712.17	94.42	5.0	19.309	20.323	-1.014
119	790.88	94.50	5.0	19.610	20.906	-1.296
120	271.50	95.25	5.0	19.446	21.559	-2.112
121	661.91	98.78	5.0	15.553	17.433	-1.880
122	796.10	95.20	5.0	19.783	20.593	-0.810
123	325.50	97.25	5.0	18.334	19.903	-1.569
124	439.75	96.50	5.0	20.330	21.163	-0.833
125	681.14	97.56	5.0	18.488	19.981	-1.493
126	103.25	98.00	5.0	16.298	19.927	-3.630
127	239.15	98.30	5.0	19.329	20.795	-1.466
128	301.75	98.25	5.0	19.611	20.808	-1.197
129	498.67	99.08	5.0	18.573	20.107	-1.534
130	694.75	99.00	5.0	19.593	21.869	-2.276
131	309.91	100.98	5.0	17.906	18.913	-1.007
132	364.33	100.33	5.0	19.980	21.309	-1.329
133	481.69	104.27	5.0	15.638	16.072	-0.434
134	492.67	100.98	5.0	18.456	19.874	-1.418
135	250.12	101.12	5.0	18.702	19.959	-1.257
136	543.83	101.33	5.0	20.523	21.024	-0.501
137	532.75	102.00	5.0	19.222	20.932	-1.710
138	646.34	103.23	5.0	18.372	19.738	-1.366
139	498.50	102.50	5.0	18.714	19.929	-1.215
140	196.32	105.33	5.0	17.913	19.367	-1.454
141	400.33	104.67	5.0	18.288	19.836	-1.548
142	518.75	104.25	5.0	18.648	20.150	-1.502
143	586.00	104.25	5.0	19.577	20.664	-1.087
144	231.75	104.50	5.0	20.304	20.977	-0.673
145	245.05	105.85	5.0	18.941	20.198	-1.257
146	534.00	103.25	5.0	18.284	20.151	-1.867
147	597.48	105.74	5.0	17.714	18.601	-0.887
148	689.25	105.75	5.0	19.111	20.779	-1.668
149	172.75	106.25	5.0	20.378	21.149	-0.771
150	520.97	106.57	5.0	18.698	20.066	-1.367
151	754.29	107.04	5.0	18.352	19.791	-1.439
152	787.44	109.44	5.0	15.878	16.945	-1.067
153	534.51	110.61	5.0	15.705	16.915	-1.210
154	610.75	106.50	5.0	21.663	21.607	0.056
155	627.10	108.70	5.0	18.616	19.729	-1.113
156	693.75	108.25	5.0	20.105	20.957	-0.852
157	381.75	108.50	5.0	19.888	20.969	-1.081
158	398.77	110.03	5.0	18.742	19.983	-1.240
159	470.50	110.00	5.0	19.181	20.453	-1.272
160	620.00	109.50	5.0	19.954	21.106	-1.152
161	155.94	112.43	5.0	17.285	18.062	-0.777
162	426.67	111.33	5.0	18.408	20.025	-1.617
163	563.83	111.33	5.0	20.031	21.357	-1.326
164	674.07	111.03	5.0	19.103	20.796	-1.693
165	389.77	112.03	5.0	19.459	20.706	-1.247
166	682.29	113.00	5.0	18.491	19.586	-1.095
167	247.67	113.33	5.0	20.398	21.199	-0.802
168	661.75	112.50	5.0	20.023	21.125	-1.102
169	86.75	113.50	5.0	19.333	21.066	-1.733
170	524.50	114.25	5.0	19.147	20.702	-1.555
171	528.83	113.67	5.0	17.860	19.215	-1.355
172	541.75	113.50	5.0	19.343	19.798	-0.454
173	169.88	115.69	5.0	18.013	19.437	-1.424
174	399.92	115.83	5.0	19.130	20.274	-1.144
175	425.78	116.22	5.0	18.106	19.200	-1.095
176	481.81	115.67	5.0	18.839	20.054	-1.215
177	584.17	115.42	5.0	18.622	19.933	-1.312
178	700.25	115.25	5.0	19.293	21.092	-1.799
179	769.67	115.35	5.0	18.280	19.558	-1.278
180	793.38	116.00	5.0	18.789	20.374	-1.585
181	111.25	116.00	5.0	18.134	20.002	-1.868
182	714.18	118.37	5.0	16.722	17.365	-0.644
183	115.60	117.70	5.0	18.222	19.431	-1.209
184	161.50	117.75	5.0	18.569	19.424	-0.855
185	258.75	116.50	5.0	20.733	21.439	-0.706
186	444.64	117.75	5.0	19.276	20.541	-1.266
187	483.17	116.17	5.0	18.951	20.243	-1.291
188	750.25	117.75	5.0	18.442	19.700	-1.258
189	222.50	117.50	5.0	21.204	21.248	-0.044
190	83.67	119.08	5.0	18.790	20.397	-1.608
191	408.75	119.00	5.0	18.643	20.605	-1.962
192	430.40	119.49	5.0	17.941	19.060	-1.119
193	474.21	123.13	5.0	17.247	18.801	-1.554
194	724.39	119.75	5.0	18.748	20.152	-1.404
195	292.50	119.50	5.0	19.629	21.153	-1.524
196	774.50	120.61	5.0	18.774	19.842	-1.069
197	392.75	121.00	5.0	19.213	20.627	-1.413
198	579.25	121.25	5.0	18.757	20.200	-1.444
199	589.75	120.50	5.0	21.455	22.628	-1.172
200	795.50	122.44	5.0	18.320	19.574	-1.255
201	341.75	121.50	5.0	19.769	20.932	-1.163
202	413.25	122.58	5.0	18.664	19.961	-1.297
203	540.00	122.70	5.0	18.433	19.915	-1.482
204	546.83	121.67	5.0	19.219	20.548	-1.328
205	611.50	121.50	5.0	18.715	20.474	-1.759
206	668.92	122.67	5.0	18.699	20.092	-1.393
207	765.35	122.30	5.0	19.058	20.149	-1.092
208	336.50	122.50	5.0	20.116	21.420	-1.304
209	563.19	123.81	5.0	18.927	20.234	-1.307
210	616.46	124.04	5.0	18.293	19.635	-1.343
211	681.93	123.76	5.0	18.683	19.668	-0.985
212	695.17	123.42	5.0	19.167	20.604	-1.437
213	431.82	124.36	5.0	18.687	19.288	-0.601
214	581.75	123.50	5.0	18.935	20.132	-1.197
215	114.50	125.36	5.0	18.981	20.312	-1.332
216	407.33	125.08	5.0	18.502	20.217	-1.715
217	447.25	125.75	5.0	18.625	20.080	-1.455
218	258.50	126.25	5.0	20.388	20.859	-0.471
219	503.75	126.25	5.0	20.020	21.163	-1.143
220	600.85	126.70	5.0	18.288	20.049	-1.761
221	55.00	127.00	5.0	19.006	21.405	-2.399
222	386.58	127.83	5.0	18.573	20.087	-1.514
223	391.50	126.62	5.0	19.152	20.223	-1.070
224	416.33	127.17	5.0	19.851	20.668	-0.817
225	753.33	127.08	5.0	19.178	20.477	-1.299
226	55.50	127.50	5.0	19.010	21.360	-2.350
227	404.50	129.00	5.0	18.678	20.084	-1.406
228	457.01	130.45	5.0	17.944	18.709	-0.766
229	177.23	130.13	5.0	19.023	20.341	-1.318
230	383.75	129.50	5.0	18.975	20.555	-1.580
231	314.67	130.92	5.0	20.295	21.255	-0.959
232	522.66	134.24	5.0	15.868	16.790	-0.922
233	537.75	131.00	5.0	19.160	20.703	-1.543
234	601.75	131.25	5.0	18.541	19.826	-1.284
235	656.25	131.25	5.0	19.767	20.788	-1.021
236	286.25	132.36	5.0	18.620	20.280	-1.659
237	339.60	131.95	5.0	19.899	21.068	-1.170
238	633.80	132.65	5.0	19.614	20.816	-1.202
239	132.50	133.00	5.0	18.851	20.230	-1.380
240	261.44	133.81	5.0	17.992	19.515	-1.523
241	498.80	135.60	5.0	16.219	16.533	-0.314
242	619.75	133.00	5.0	19.635	21.371	-1.736
243	728.67	133.44	5.0	18.523	19.670	-1.147
244	217.34	135.34	5.0	18.226	19.749	-1.523
245	592.38	134.36	5.0	18.402	20.077	-1.676
246	672.60	134.30	5.0	19.769	21.377	-1.608
247	252.77	135.13	5.0	18.648	20.097	-1.448
248	326.58	135.42	5.0	19.168	20.599	-1.431
249	403.08	136.81	5.0	18.667	20.001	-1.334
250	475.00	136.25	5.0	19.256	20.914	-1.657
251	563.11	136.50	5.0	18.558	19.921	-1.363
252	373.33	137.08	5.0	18.925	20.192	-1.267
253	448.60	137.30	5.0	19.505	21.049	-1.544
254	599.63	137.36	5.0	17.940	19.423	-1.483
255	156.75	137.75	5.0	20.200	21.281	-1.081
256	262.76	138.54	5.0	18.297	19.187	-0.890
257	513.50	139.00	5.0	19.144	20.626	-1.481
258	686.75	138.50	5.0	18.455	20.129	-1.674
259	702.60	138.95	5.0	19.673	20.789	-1.116
260	99.75	139.50	5.0	19.427	21.195	-1.768
261	148.11	140.75	5.0	18.684	20.073	-1.389
262	213.25	140.25	5.0	19.755	20.913	-1.158
263	386.03	144.63	5.0	15.815	16.860	-1.045
264	425.89	140.75	5.0	19.104	20.467	-1.363
265	562.67	140.33	5.0	18.912	20.032	-1.120
266	232.05	141.40	5.0	19.281	20.676	-1.396
267	253.56	141.92	5.0	18.897	20.173	-1.276
268	348.50	140.88	5.0	19.604	20.885	-1.281
269	438.67	141.33	5.0	18.527	20.334	-1.807
270	618.50	141.25	5.0	20.632	22.334	-1.702
271	684.34	142.52	5.0	18.155	19.580	-1.425
272	611.75	141.50	5.0	23.848	23.178	0.671
273	663.83	141.67	5.0	19.420	20.449	-1.029
274	675.98	142.82	5.0	18.518	20.038	-1.520
275	714.95	142.60	5.0	18.620	20.018	-1.399
276	184.56	144.33	5.0	18.332	19.597	-1.265
277	691.67	143.75	5.0	18.032	19.374	-1.342
278	237.75	144.50	5.0	20.297	21.477	-1.179
279	268.19	145.67	5.0	18.911	20.305	-1.394
280	438.67	146.56	5.0	17.602	19.036	-1.434
281	458.78	145.70	5.0	17.776	18.611	-0.835
282	479.25	145.00	5.0	18.660	20.061	-1.402
283	526.19	145.81	5.0	18.963	20.115	-1.151
284	590.60	144.95	5.0	19.356	22.150	-2.794
285	761.75	144.92	5.0	18.868	20.365	-1.496
286	81.75	147.75	5.0	18.229	19.832	-1.603
287	552.97	147.77	5.0	19.055	20.506	-1.451
288	55.25	148.00	5.0	19.402	20.830	-1.428
289	177.00	148.25	5.0	19.033	20.335	-1.303
290	201.92	148.08	5.0	19.184	20.600	-1.416
291	568.25	148.75	5.0	18.053	19.469	-1.415
292	720.62	148.62	5.0	18.029	19.404	-1.375
293	797.80	148.40	5.0	19.112	20.561	-1.449
294	282.00	150.75	5.0	17.392	18.290	-0.898
295	748.67	149.42	5.0	19.273	20.454	-1.181
296	790.54	151.22	5.0	16.266	16.769	-0.504
297	113.00	150.50	5.0	18.693	20.315	-1.622
298	410.40	150.70	5.0	18.578	19.691	-1.113
299	451.50	150.50	5.0	18.888	21.602	-2.714
300	584.84	152.01	5.0	16.724	17.379	-0.655
301	592.65	152.31	5.0	15.953	16.948	-0.994
302	605.75	152.40	5.0	18.190	28.597	-10.407
303	616.59	152.84	5.0	15.900	16.930	-1.030
304	683.67	150.33	5.0	20.007	21.742	-1.735
305	740.32	150.36	5.0	18.871	20.198	-1.327
306	236.67	151.33	5.0	20.281	21.473	-1.192
307	286.50	151.00	5.0	17.771	18.437	-0.666
308	332.75	151.25	5.0	19.243	20.390	-1.146
309	460.67	151.33	5.0	19.578	19.493	0.086
310	549.75	151.25	5.0	19.407	20.385	-0.978
311	762.67	151.44	5.0	18.758	20.008	-1.250
312	516.33	151.92	5.0	19.156	20.747	-1.591
313	636.25	152.25	5.0	19.323	20.488	-1.165
314	145.89	153.50	5.0	18.584	19.963	-1.378
315	432.68	154.32	5.0	17.332	18.130	-0.797
316	442.67	153.33	5.0	20.917	20.628	0.289
317	575.83	152.92	5.0	19.131	20.261	-1.130
318	86.00	154.25	5.0	19.181	20.488	-1.307
319	153.60	153.95	5.0	19.442	20.749	-1.307
320	333.50	154.38	5.0	18.979	20.372	-1.393
321	324.50	154.62	5.0	19.680	20.922	-1.242
322	395.75	154.50	5.0	19.946	22.188	-2.242
323	646.40	155.60	5.0	18.646	20.197	-1.551
324	708.83	154.92	5.0	19.035	20.383	-1.347
325	167.33	156.81	5.0	18.765	20.267	-1.502
326	450.30	156.94	5.0	17.718	19.051	-1.333
327	144.50	156.88	5.0	18.747	20.001	-1.254
328	273.50	156.50	5.0	20.214	22.214	-2.000
329	415.25	157.25	5.0	19.040	20.852	-1.811
330	525.58	157.83	5.0	18.930	20.358	-1.428
331	705.75	157.00	5.0	19.320	20.482	-1.163
332	771.65	157.90	5.0	18.516	19.942	-1.426
333	614.04	158.76	5.0	18.021	18.681	-0.660
334	534.00	158.75	5.0	19.324	20.610	-1.286
335	559.75	159.25	5.0	20.059	21.298	-1.239
336	672.05	159.40	5.0	18.769	20.371	-1.602
337	247.50	159.50	5.0	19.648	21.419	-1.771
338	502.76	162.24	5.0	17.917	19.394	-1.477
339	749.26	160.54	5.0	18.437	19.780	-1.343
340	432.50	161.89	5.0	18.416	19.640	-1.224
341	713.75	160.50	5.0	21.551	21.197	0.354
342	791.62	163.18	5.0	17.603	19.140	-1.537
343	224.00	162.25	5.0	19.037	20.334	-1.297
344	395.71	164.67	5.0	16.417	16.830	-0.414
345	409.33	162.52	5.0	18.584	20.229	-1.644
346	590.50	161.50	5.0	18.363	19.678	-1.315
347	642.60	162.75	5.0	18.591	20.223	-1.632
348	654.75	162.58	5.0	18.489	19.911	-1.422
349	272.00	163.25	5.0	18.745	20.004	-1.259
350	765.25	163.75	5.0	18.554	19.909	-1.355
351	776.75	163.00	5.0	19.525	20.901	-1.376
352	186.33	163.67	5.0	18.835	20.773	-1.938
353	225.08	163.17	5.0	19.085	20.350	-1.265
354	364.50	165.25	5.0	18.334	19.301	-0.967
355	671.83	164.33	5.0	19.578	20.243	-0.665
356	50.75	165.25	5.0	19.481	19.924	-0.443
357	85.02	166.29	5.0	18.569	19.885	-1.316
358	266.19	165.81	5.0	18.402	19.818	-1.416
359	283.60	164.95	5.0	19.364	20.768	-1.404
360	431.75	165.25	5.0	18.126	19.481	-1.355
361	588.31	165.44	5.0	17.829	19.173	-1.344
362	630.14	166.31	5.0	17.753	18.947	-1.194
363	415.00	166.25	5.0	19.417	20.772	-1.354
364	597.08	166.81	5.0	18.521	19.999	-1.477
365	314.25	167.00	5.0	18.861	20.265	-1.404
366	331.25	167.00	5.0	19.128	20.493	-1.365
367	428.77	167.03	5.0	18.611	19.954	-1.342
368	546.83	166.67	5.0	20.312	21.148	-0.837
369	559.08	167.58	5.0	19.108	20.417	-1.309
370	569.10	167.70	5.0	18.173	19.659	-1.486
371	682.28	169.54	5.0	16.139	16.582	-0.442
372	522.50	168.00	5.0	19.235	20.748	-1.514
373	140.74	169.19	5.0	19.006	20.515	-1.509
374	288.50	168.50	5.0	21.377	21.459	-0.081
375	591.92	169.08	5.0	18.417	19.194	-0.777
376	301.25	170.25	5.0	19.304	20.605	-1.301
377	656.25	170.89	5.0	19.020	20.215	-1.195
378	741.67	170.17	5.0	20.871	21.849	-0.978
379	751.35	170.20	5.0	19.638	20.792	-1.154
380	264.50	170.50	5.0	18.655	19.813	-1.158
381	477.85	171.70	5.0	18.657	20.013	-1.356
382	568.75	171.00	5.0	18.135	19.486	-1.352
383	624.58	171.83	5.0	18.201	20.083	-1.882
384	635.83	170.92	5.0	19.372	20.340	-0.968
385	790.83	170.67	5.0	19.343	20.026	-0.683
386	160.19	175.33	5.0	15.871	16.948	-1.077
387	171.00	172.25	5.0	19.398	20.498	-1.101
388	401.75	172.25	5.0	21.287	20.848	0.439
389	584.73	173.32	5.0	18.226	19.186	-0.960
390	205.75	172.50	5.0	20.257	21.210	-0.953
391	267.25	173.00	5.0	19.347	20.475	-1.128
392	352.05	173.40	5.0	19.746	20.690	-0.944
393	360.75	173.50	5.0	18.555	19.541	-0.986
394	643.92	173.83	5.0	19.697	20.843	-1.146
395	500.50	174.12	5.0	18.270	19.561	-1.292
396	279.89	175.75	5.0	18.709	20.136	-1.427
397	329.06	176.31	5.0	17.594	18.360	-0.767
398	401.50	173.50	5.0	20.123	20.593	-0.470
399	570.25	174.50	5.0	19.120	20.355	-1.234
400	626.97	175.97	5.0	18.599	19.697	-1.098
401	224.75	176.00	5.0	19.870	21.204	-1.335
402	710.83	176.33	5.0	19.501	20.931	-1.430
403	131.67	177.08	5.0	19.160	20.453	-1.293
404	361.50	175.00	5.0	18.697	19.566	-0.869
405	689.00	177.25	5.0	19.878	20.856	-0.978
406	122.25	179.00	5.0	18.324	19.768	-1.443
407	235.75	178.25	5.0	19.668	21.005	-1.337
408	550.87	178.77	5.0	19.153	20.578	-1.425
409	346.75	179.00	5.0	19.623	20.789	-1.166
410	398.00	179.75	5.0	17.456	19.437	-1.980
411	490.75	179.25	5.0	19.073	20.526	-1.453
412	544.50	179.38	5.0	19.355	20.850	-1.496
413	674.00	179.25	5.0	19.045	20.835	-1.790
414	573.60	180.30	5.0	19.009	20.466	-1.457
415	77.62	181.50	5.0	19.631	20.845	-1.213
416	168.40	181.30	5.0	18.997	20.136	-1.139
417	207.50	181.38	5.0	19.915	20.900	-0.985
418	228.67	180.92	5.0	20.106	20.884	-0.778
419	341.60	181.30	5.0	19.503	20.956	-1.453
420	402.88	183.62	5.0	15.804	16.942	-1.138
421	684.50	180.50	5.0	20.452	21.289	-0.837
422	712.75	181.25	5.0	18.894	20.278	-1.384
423	70.00	182.50	5.0	18.708	20.524	-1.816
424	307.67	181.67	5.0	19.612	20.806	-1.195
425	586.67	183.33	5.0	18.402	19.992	-1.590
426	698.75	182.25	5.0	19.791	20.400	-0.609
427	163.75	182.50	5.0	18.734	19.533	-0.799
428	495.75	183.00	5.0	19.162	20.207	-1.045
429	511.40	182.05	5.0	19.513	20.134	-0.620
430	574.00	181.50	5.0	18.933	20.425	-1.492
431	773.00	182.50	5.0	21.835	21.347	0.488
432	170.00	182.50	5.0	19.343	20.507	-1.165
433	276.50	185.75	5.0	17.035	18.456	-1.421
434	377.72	184.94	5.0	18.579	20.050	-1.472
435	383.75	184.00	5.0	18.860	20.551	-1.691
436	491.00	181.50	5.0	18.818	20.212	-1.394
437	530.75	184.00	5.0	17.719	18.222	-0.503
438	556.75	184.00	5.0	19.173	20.737	-1.564
439	672.25	184.75	5.0	18.198	19.578	-1.379
440	791.75	184.00	5.0	19.583	20.791	-1.208
441	444.75	185.25	5.0	20.181	21.121	-0.940
442	526.14	186.43	5.0	16.570	17.156	-0.586
443	694.15	185.30	5.0	19.449	20.705	-1.256
444	224.67	186.33	5.0	20.118	20.843	-0.726
445	470.75	186.25	5.0	18.900	20.164	-1.264
446	507.00	186.25	5.0	19.725	21.053	-1.328
447	634.67	186.33	5.0	19.814	21.249	-1.436
448	727.75	185.50	5.0	20.494	21.393	-0.899
449	301.60	187.92	5.0	17.425	18.663	-1.238
450	558.00	185.25	5.0	19.076	20.591	-1.515
451	614.83	186.92	5.0	19.495	20.423	-0.928
452	715.25	187.75	5.0	18.661	19.877	-1.216
454	780.53	188.57	5.0	18.143	19.606	-1.462
455	285.83	187.67	5.0	20.082	21.799	-1.716
456	324.60	187.95	5.0	19.542	20.669	-1.127
457	571.58	189.36	5.0	17.134	18.021	-0.888
458	722.00	188.25	5.0	19.150	20.296	-1.146
459	188.69	189.44	5.0	18.266	19.712	-1.445
460	254.73	189.60	5.0	18.934	20.227	-1.293
461	390.33	188.79	5.0	19.563	21.171	-1.608
462	480.25	189.89	5.0	18.503	19.759	-1.256
463	672.42	186.92	5.0	18.224	19.564	-1.340
464	147.19	190.81	5.0	18.626	20.033	-1.408
465	548.94	190.62	5.0	18.790	20.282	-1.492
466	652.42	191.44	5.0	18.475	19.904	-1.429
467	293.67	190.67	5.0	19.561	21.096	-1.535
468	354.75	191.25	5.0	19.938	20.953	-1.015
469	539.25	191.25	5.0	19.241	20.454	-1.213
470	581.25	191.50	5.0	19.944	21.665	-1.721
471	383.60	192.35	5.0	18.646	19.971	-1.325
472	447.90	192.85	5.0	18.416	19.734	-1.318
473	190.75	192.50	5.0	18.636	19.707	-1.071
474	615.10	193.70	5.0	18.439	19.690	-1.251
475	402.56	194.81	5.0	19.014	20.331	-1.317
476	525.25	193.50	5.0	19.691	19.574	0.117
477	669.25	194.75	5.0	18.446	19.948	-1.502
478	742.75	193.50	5.0	19.065	21.085	-2.020
479	230.67	194.67	5.0	20.177	21.468	-1.291
480	432.75	195.00	5.0	18.908	20.293	-1.384
481	516.83	195.33	5.0	20.355	21.782	-1.427
482	577.71	195.71	5.0	18.227	19.676	-1.450
483	657.75	195.00	5.0	19.412	20.657	-1.245
484	305.75	195.50	5.0	19.085	20.535	-1.450
485	441.67	196.17	5.0	20.057	20.829	-0.772
486	478.51	197.36	5.0	17.657	19.133	-1.476
487	56.25	197.25	5.0	18.730	20.317	-1.587
488	301.50	197.75	5.0	18.703	19.993	-1.290
489	421.94	197.17	5.0	18.633	20.163	-1.530
490	590.50	196.50	5.0	19.342	20.918	-1.576
491	134.67	198.17	5.0	20.193	21.173	-0.980
492	152.60	198.30	5.0	19.212	20.519	-1.307
493	685.75	198.00	5.0	19.520	20.620	-1.099
494	760.67	198.72	5.0	18.615	19.989	-1.374
495	57.00	198.00	5.0	18.735	20.353	-1.617
496	197.50	198.50	5.0	21.345	21.604	-0.259
497	295.00	199.81	5.0	18.649	20.193	-1.544
498	430.00	199.25	5.0	18.825	20.311	-1.486
499	598.25	199.36	5.0	19.093	20.253	-1.160
500	115.00	199.50	5.0	19.134	20.799	-1.665
501	180.50	200.00	5.0	19.037	20.642	-1.605
502	321.15	200.30	5.0	18.723	20.203	-1.480
503	625.30	202.22	5.0	16.616	18.060	-1.444
504	152.50	199.75	5.0	19.278	20.513	-1.236
505	670.67	201.33	5.0	19.412	20.726	-1.314
506	417.00	202.17	5.0	18.675	20.360	-1.685
507	494.25	202.00	5.0	18.756	20.227	-1.471
508	643.33	202.08	5.0	19.025	20.525	-1.500
509	430.67	202.67	5.0	18.595	20.078	-1.483
510	476.92	203.08	5.0	18.728	20.090	-1.362
511	677.17	203.42	5.0	19.420	20.786	-1.366
512	751.75	203.00	5.0	19.637	20.810	-1.174
513	171.50	204.00	5.0	18.912	20.634	-1.722
514	235.50	203.50	5.0	21.849	21.980	-0.132
515	255.00	204.00	5.0	19.038	20.436	-1.398
516	134.00	205.25	5.0	19.657	20.892	-1.236
517	319.50	205.75	5.0	19.215	20.202	-0.987
518	487.60	204.95	5.0	19.339	21.094	-1.755
