Object_ID	x-center	y-center	aperture_radius	mag_F336W	mag_F555W	color
2374	746.33	703.02	5.0	18.682	20.397	-1.714
2375	79.93	704.73	5.0	18.385	19.618	-1.233
2376	336.56	705.00	5.0	18.821	20.364	-1.543
2377	483.25	704.12	5.0	18.925	20.265	-1.340
2378	502.37	707.31	5.0	15.444	16.281	-0.837
2379	174.67	705.33	5.0	18.794	20.476	-1.682
2380	690.34	708.13	5.0	15.717	16.044	-0.327
2381	791.21	705.58	5.0	18.560	19.813	-1.253
2382	379.50	706.50	5.0	19.165	20.736	-1.571
2383	516.52	706.47	5.0	18.648	19.993	-1.345
2384	425.15	707.10	5.0	18.097	19.383	-1.286
2385	536.16	708.27	5.0	17.849	19.057	-1.208
2386	597.04	708.32	5.0	18.024	19.332	-1.308
2387	671.83	706.67	5.0	20.804	22.054	-1.250
2388	700.33	707.21	5.0	19.206	20.688	-1.482
2389	761.75	706.75	5.0	19.090	20.346	-1.257
2390	205.83	708.58	5.0	19.010	20.576	-1.566
2391	623.10	708.70	5.0	18.304	19.514	-1.210
2392	92.27	709.40	5.0	18.731	20.019	-1.288
2393	464.75	709.50	5.0	20.823	21.290	-0.467
2394	547.17	710.42	5.0	18.152	20.098	-1.946
2395	760.83	710.33	5.0	19.003	20.176	-1.172
2396	368.77	711.14	5.0	18.600	19.895	-1.295
2397	424.25	712.92	5.0	18.292	19.632	-1.340
2398	521.92	711.92	5.0	19.143	20.460	-1.317
2399	753.83	711.67	5.0	19.431	20.828	-1.397
2400	551.41	716.36	5.0	15.809	16.916	-1.107
2401	666.19	712.81	5.0	18.871	20.457	-1.586
2402	775.25	713.50	5.0	18.840	20.675	-1.835
2403	282.25	713.75	5.0	19.208	21.386	-2.179
2404	385.50	714.11	5.0	19.127	20.647	-1.521
2405	476.15	715.10	5.0	18.271	19.225	-0.954
2406	54.34	715.84	5.0	17.482	18.471	-0.989
2407	585.50	714.75	5.0	20.435	21.950	-1.515
2408	792.75	715.64	5.0	18.828	19.794	-0.966
2409	338.75	716.25	5.0	19.061	20.214	-1.153
2410	358.33	716.02	5.0	18.633	20.061	-1.428
2411	466.75	716.50	5.0	19.555	20.520	-0.965
2412	529.67	716.67	5.0	19.643	22.627	-2.983
2413	648.78	717.83	5.0	18.362	19.896	-1.534
2414	397.67	717.83	5.0	19.722	21.135	-1.413
2415	657.05	718.40	5.0	23.107	21.400	1.707
2416	573.75	718.75	5.0	19.831	21.475	-1.644
2417	726.75	719.00	5.0	19.644	20.578	-0.934
2418	376.67	719.83	5.0	17.914	19.449	-1.535
2419	508.11	720.25	5.0	18.746	20.233	-1.487
2420	645.50	719.62	5.0	18.491	19.824	-1.332
2421	700.75	719.50	5.0	19.937	20.222	-0.285
2422	580.63	721.75	5.0	18.094	19.587	-1.493
2423	681.30	721.10	5.0	19.612	20.843	-1.231
2424	721.08	721.56	5.0	18.793	19.968	-1.175
2425	242.75	721.50	5.0	20.579	21.493	-0.913
2426	380.13	722.26	5.0	17.735	18.817	-1.082
2427	87.25	723.25	5.0	18.877	20.104	-1.227
2428	333.64	723.71	5.0	19.219	20.711	-1.493
2429	390.25	723.25	5.0	19.848	21.240	-1.393
2430	408.92	726.21	5.0	16.878	17.801	-0.922
2431	495.50	724.25	5.0	19.626	20.960	-1.333
2432	529.75	723.25	5.0	18.500	19.845	-1.345
2433	418.75	725.00	5.0	19.338	21.071	-1.733
2434	536.60	724.70	5.0	20.638	21.051	-0.414
2435	659.43	728.02	5.0	17.016	17.867	-0.851
2436	376.92	726.33	5.0	18.514	19.637	-1.123
2437	268.50	726.50	5.0	19.154	21.598	-2.444
2438	565.92	728.21	5.0	18.151	19.245	-1.093
2439	153.33	727.67	5.0	18.642	20.594	-1.953
2440	420.00	726.25	5.0	19.401	20.993	-1.592
2441	593.92	728.33	5.0	18.769	20.101	-1.332
2442	583.50	728.62	5.0	19.188	20.471	-1.283
2443	652.75	728.50	5.0	18.492	19.948	-1.456
2444	153.00	728.50	5.0	18.506	20.257	-1.751
2445	250.50	729.75	5.0	19.364	21.560	-2.195
2446	342.11	730.25	5.0	18.855	20.254	-1.399
2447	478.50	730.77	5.0	18.665	19.943	-1.279
2448	539.91	733.44	5.0	15.917	17.006	-1.089
2449	720.40	730.05	5.0	19.787	20.836	-1.049
2450	192.00	731.50	5.0	18.483	20.048	-1.565
2451	555.00	730.50	5.0	20.769	21.668	-0.899
2452	579.50	731.38	5.0	18.984	21.145	-2.160
2453	150.92	732.08	5.0	18.741	20.241	-1.500
2454	328.25	732.00	5.0	19.783	20.923	-1.139
2455	431.50	731.50	5.0	20.145	21.131	-0.986
2456	507.22	733.49	5.0	17.461	18.688	-1.227
2457	650.67	731.67	5.0	18.970	20.340	-1.371
2458	675.26	733.03	5.0	17.611	18.420	-0.809
2459	273.42	733.42	5.0	19.108	19.617	-0.509
2460	285.23	732.97	5.0	18.163	20.113	-1.950
2461	376.66	734.03	5.0	18.644	19.876	-1.232
2462	438.02	733.33	5.0	18.753	20.006	-1.253
2463	667.67	732.67	5.0	19.004	20.286	-1.282
2464	728.83	734.12	5.0	18.080	19.589	-1.509
2465	101.50	733.50	5.0	19.471	21.082	-1.612
2466	620.50	733.75	5.0	20.309	21.057	-0.748
2467	283.89	737.75	5.0	18.279	19.596	-1.316
2468	279.75	737.50	5.0	18.650	20.173	-1.524
2469	466.02	738.93	5.0	18.479	19.700	-1.221
2470	476.50	737.75	5.0	20.135	21.235	-1.100
2471	668.75	737.75	5.0	19.489	20.397	-0.908
2472	413.89	740.50	5.0	18.499	20.276	-1.776
2473	448.00	739.75	5.0	19.484	20.530	-1.046
2474	545.75	741.25	5.0	20.995	22.090	-1.095
2475	554.33	740.67	5.0	19.967	21.217	-1.250
2476	140.02	743.19	5.0	17.687	18.468	-0.780
2477	153.17	742.17	5.0	18.707	19.987	-1.280
2478	208.81	743.08	5.0	18.369	20.172	-1.803
2479	577.13	746.21	5.0	16.372	16.854	-0.483
2480	594.46	743.24	5.0	18.535	19.982	-1.448
2481	692.31	743.19	5.0	18.755	20.051	-1.297
2482	79.50	744.38	5.0	18.331	19.824	-1.493
2483	532.75	743.75	5.0	19.615	21.233	-1.618
2484	709.25	744.50	5.0	20.201	21.079	-0.878
2485	772.77	745.18	5.0	17.550	18.421	-0.871
2486	283.08	744.67	5.0	20.054	20.920	-0.866
2487	521.50	744.50	5.0	20.671	21.425	-0.754
2488	658.25	744.75	5.0	19.121	20.780	-1.659
2489	748.75	745.00	5.0	19.404	20.626	-1.222
2490	412.85	746.20	5.0	17.839	19.396	-1.557
2491	557.38	748.20	5.0	16.829	18.315	-1.486
2492	623.85	747.95	5.0	18.719	20.024	-1.306
2493	547.50	747.38	5.0	19.751	20.748	-0.997
2494	239.17	748.17	5.0	18.334	19.962	-1.628
2495	305.83	747.67	5.0	19.258	20.960	-1.702
2496	756.19	748.56	5.0	18.802	20.169	-1.367
2497	404.77	749.14	5.0	18.452	19.780	-1.328
2498	323.83	750.58	5.0	18.926	20.229	-1.302
2499	412.17	750.72	5.0	17.979	19.417	-1.439
2500	541.50	750.00	5.0	18.834	20.523	-1.689
2501	701.83	749.67	5.0	20.202	20.972	-0.770
2502	399.60	750.70	5.0	18.793	20.234	-1.441
2503	455.01	752.92	5.0	18.095	19.517	-1.423
2504	465.58	752.33	5.0	18.964	20.638	-1.673
2505	144.50	753.75	5.0	20.733	21.427	-0.694
2506	625.50	753.50	5.0	18.416	19.653	-1.237
2507	629.75	754.50	5.0	18.850	20.129	-1.279
2508	115.92	756.17	5.0	19.283	20.397	-1.113
2509	208.19	756.67	5.0	18.679	19.812	-1.133
2510	307.60	755.95	5.0	18.889	20.555	-1.666
2511	418.58	756.58	5.0	18.862	20.596	-1.734
2512	560.05	755.90	5.0	18.592	19.949	-1.358
2513	565.75	755.50	5.0	18.934	20.473	-1.539
2514	626.58	756.58	5.0	18.525	19.806	-1.282
2515	469.27	757.40	5.0	18.554	19.719	-1.166
2516	507.30	757.83	5.0	17.230	17.952	-0.721
2517	177.25	757.75	5.0	18.824	20.794	-1.970
2518	434.19	759.42	5.0	18.706	20.205	-1.498
2519	441.33	759.58	5.0	19.307	20.683	-1.376
2520	473.75	760.75	5.0	19.937	20.511	-0.574
2521	566.00	762.64	5.0	18.027	19.452	-1.425
2522	593.67	762.33	5.0	19.565	21.081	-1.516
2523	122.75	762.75	5.0	19.027	21.239	-2.213
2524	493.32	765.86	5.0	16.234	16.786	-0.552
2525	180.40	763.95	5.0	18.643	20.331	-1.688
2526	74.78	767.83	5.0	16.446	16.937	-0.491
2527	145.33	764.67	5.0	19.205	21.420	-2.216
2528	424.19	766.51	5.0	17.969	18.919	-0.950
2529	676.00	765.75	5.0	18.543	20.227	-1.683
2530	447.40	767.02	5.0	18.809	20.249	-1.439
2531	679.50	767.38	5.0	19.064	20.141	-1.077
2532	213.33	767.67	5.0	19.579	21.103	-1.524
2533	228.66	768.14	5.0	18.746	19.815	-1.069
2534	400.00	769.25	5.0	19.282	20.874	-1.592
2535	780.48	769.33	5.0	18.775	20.523	-1.748
2536	727.40	770.05	5.0	19.103	20.585	-1.481
2537	739.75	769.75	5.0	19.623	20.500	-0.877
2538	578.75	770.50	5.0	19.850	21.416	-1.566
2539	457.60	771.70	5.0	19.389	20.651	-1.262
2540	291.50	773.00	5.0	18.594	20.235	-1.641
2541	379.14	773.92	5.0	18.550	19.627	-1.077
2542	419.50	773.50	5.0	17.891	19.468	-1.577
2543	599.50	773.00	5.0	18.950	20.227	-1.276
2544	766.52	776.39	5.0	15.943	16.972	-1.029
2545	60.87	775.02	5.0	17.458	18.356	-0.898
2546	504.67	774.17	5.0	18.847	20.196	-1.349
2547	572.00	773.50	5.0	20.465	22.050	-1.585
2548	496.50	774.50	5.0	18.845	19.756	-0.911
2549	380.58	774.58	5.0	18.582	19.645	-1.063
2550	424.23	777.73	5.0	16.763	17.351	-0.588
2551	529.00	775.50	5.0	19.557	21.540	-1.984
2552	585.67	776.08	5.0	19.924	20.665	-0.741
2553	327.77	776.87	5.0	18.790	20.627	-1.836
2554	374.70	777.60	5.0	19.277	20.332	-1.055
2555	684.67	776.67	5.0	19.165	20.437	-1.272
2556	219.33	780.13	5.0	16.610	17.424	-0.814
2557	474.50	777.75	5.0	19.556	20.766	-1.210
2558	605.50	777.50	5.0	20.726	21.080	-0.354
2559	594.00	780.75	5.0	19.752	21.506	-1.754
2560	681.04	781.86	5.0	17.188	18.764	-1.576
2561	490.97	782.23	5.0	19.052	20.544	-1.492
2562	205.43	788.75	5.0	15.363	15.109	0.253
2563	435.85	783.21	5.0	19.035	20.227	-1.192
2564	458.75	782.50	5.0	20.325	21.439	-1.114
2565	722.46	783.09	5.0	18.729	20.023	-1.293
2566	732.42	782.67	5.0	20.149	21.006	-0.856
2567	520.50	783.50	5.0	19.458	21.493	-2.035
2568	521.00	784.00	5.0	19.551	21.468	-1.918
2569	245.89	786.64	5.0	17.878	19.494	-1.616
2570	176.64	787.89	5.0	17.512	18.521	-1.008
2571	657.69	788.44	5.0	17.904	19.046	-1.142
2572	381.05	790.60	5.0	17.096	18.032	-0.936
2573	727.43	789.64	5.0	19.452	20.543	-1.092
2574	687.75	789.75	5.0	19.642	20.737	-1.095
2575	557.83	791.41	5.0	18.643	19.728	-1.085
2576	792.35	790.70	5.0	18.876	20.844	-1.968
2577	592.50	791.75	5.0	18.346	19.589	-1.242
2578	601.83	791.67	5.0	19.920	21.339	-1.419
2579	265.50	792.75	5.0	19.374	21.684	-2.309
2580	298.83	792.83	5.0	18.885	20.703	-1.817
2581	64.50	793.75	5.0	19.023	20.692	-1.668
2582	410.33	794.92	5.0	18.967	18.913	0.054
2583	591.27	795.81	5.0	16.687	18.117	-1.430
2584	779.75	794.50	5.0	18.302	19.839	-1.537
2585	152.25	795.62	5.0	16.473	18.337	-1.864
2586	281.73	796.40	5.0	16.955	18.467	-1.511
2587	368.80	796.40	5.0	16.838	18.621	-1.783
2588	565.95	796.60	5.0	16.880	18.497	-1.617
2589	608.26	797.99	5.0	15.970	17.600	-1.630
2590	764.40	796.10	5.0	17.124	18.603	-1.479
2591	705.52	798.34	5.0	17.085	18.380	-1.294
2592	747.22	798.51	5.0	16.038	17.811	-1.772
2593	149.47	798.65	5.0	16.317	18.180	-1.863
2594	297.89	798.64	5.0	16.980	18.710	-1.730
2595	347.33	798.65	5.0	16.462	18.527	-2.065
2596	663.58	798.54	5.0	16.842	18.324	-1.483
2597	360.00	798.83	5.0	17.949	19.611	-1.662
2598	720.61	798.91	5.0	16.727	19.131	-2.404
2599	54.00	799.00	5.0	17.845	19.480	-1.635
2600	55.75	799.00	5.0	17.765	19.446	-1.681
2601	61.50	799.00	5.0	17.955	18.740	-0.785
2602	66.25	799.00	5.0	20.870	18.944	1.926
2603	67.75	799.00	5.0	21.559	19.289	2.270
2604	71.00	799.00	5.0	21.525	19.516	2.008
2605	75.00	799.00	5.0	18.799	19.339	-0.540
2606	76.75	799.00	5.0	18.742	19.235	-0.494
2607	80.25	799.00	5.0	20.151	19.115	1.036
2608	84.00	799.00	5.0	20.342	19.214	1.127
2609	87.50	799.00	5.0	18.226	19.256	-1.030
2610	89.25	799.00	5.0	17.816	19.258	-1.442
2611	92.75	799.00	5.0	17.920	19.364	-1.444
2612	94.00	799.00	5.0	17.813	19.522	-1.708
2613	98.00	799.00	5.0	18.085	20.052	-1.967
2615	116.50	799.00	5.0	21.680	20.713	0.967
2616	123.00	799.00	5.0	20.668	20.842	-0.174
2617	126.00	799.00	5.0	18.695	20.312	-1.618
2618	128.75	799.00	5.0	18.887	20.176	-1.289
2619	130.00	799.00	5.0	18.998	20.203	-1.205
2620	142.00	799.00	5.0	17.791	19.823	-2.032
2621	159.00	799.00	5.0	17.330	19.284	-1.955
2622	166.75	799.00	5.0	19.027	19.400	-0.372
2623	174.25	799.00	5.0	18.194	19.166	-0.972
2624	176.50	799.00	5.0	18.454	19.148	-0.694
2625	203.75	799.00	5.0	16.493	17.913	-1.420
2626	212.00	797.50	5.0	18.041	17.936	0.105
2627	221.75	799.00	5.0	17.348	18.673	-1.325
2628	223.50	799.00	5.0	17.295	18.678	-1.383
2629	229.00	799.00	5.0	18.336	19.106	-0.771
2630	237.25	799.00	5.0	17.612	19.457	-1.844
2631	239.00	799.00	5.0	17.523	19.146	-1.624
2632	242.50	799.00	5.0	18.145	19.330	-1.184
2633	245.75	799.00	5.0	18.853	19.372	-0.519
2634	262.75	799.00	5.0	18.415	19.715	-1.300
2635	264.50	799.00	5.0	17.354	19.633	-2.278
2636	269.50	799.00	5.0	17.483	20.669	-3.186
2637	275.50	799.00	5.0	17.971	19.668	-1.698
2638	276.50	799.00	5.0	17.455	19.224	-1.770
2639	281.25	799.00	5.0	16.825	18.386	-1.561
2640	288.25	799.00	5.0	17.585	19.421	-1.836
2641	291.25	799.00	5.0	17.360	19.657	-2.297
2642	305.50	799.00	5.0	19.188	19.849	-0.660
2643	310.25	799.00	5.0	18.039	20.065	-2.027
2644	315.00	799.00	5.0	18.067	19.721	-1.654
2645	318.75	799.00	5.0	17.855	19.813	-1.958
2646	321.50	799.00	5.0	17.360	20.422	-3.062
2647	323.75	799.00	5.0	17.646	19.872	-2.226
2648	325.00	799.00	5.0	17.407	19.667	-2.260
2649	328.50	799.00	5.0	17.625	20.000	-2.374
2650	335.75	799.00	5.0	18.299	19.945	-1.646
2651	354.50	799.00	5.0	17.648	19.328	-1.680
2652	361.75	799.00	5.0	17.584	19.407	-1.823
2653	368.75	799.00	5.0	16.822	18.598	-1.777
2654	374.50	799.00	5.0	17.311	18.864	-1.554
2655	376.25	799.00	5.0	17.332	19.135	-1.803
2656	380.75	799.00	5.0	17.310	19.000	-1.690
2657	386.50	799.00	5.0	17.933	18.994	-1.061
2658	389.50	799.00	5.0	19.363	19.437	-0.075
2659	394.50	799.00	5.0	19.352	19.382	-0.030
2660	398.50	799.00	5.0	19.666	19.741	-0.075
2661	402.75	799.00	5.0	18.666	19.323	-0.657
2662	408.50	799.00	5.0	18.521	18.641	-0.120
2663	416.50	799.00	5.0	18.448	19.194	-0.745
2664	417.50	799.00	5.0	18.477	19.336	-0.859
2665	423.75	799.00	5.0	18.251	19.191	-0.939
2666	434.50	799.00	5.0	18.375	19.223	-0.848
2667	440.00	799.00	5.0	17.496	19.017	-1.521
2668	451.75	799.00	5.0	19.427	20.212	-0.785
2669	460.50	799.00	5.0	20.454	19.698	0.756
2670	462.00	799.00	5.0	20.019	19.703	0.316
2671	467.50	799.00	5.0	20.481	20.062	0.419
2672	473.25	799.00	5.0	21.180	19.761	1.419
2674	487.00	799.00	5.0	17.904	19.676	-1.773
2675	488.25	799.00	5.0	17.895	19.667	-1.772
2676	492.75	799.00	5.0	17.548	19.365	-1.817
2677	498.00	799.00	5.0	18.380	19.491	-1.111
2678	505.00	799.00	5.0	18.503	19.654	-1.151
2679	514.25	799.00	5.0	17.539	19.709	-2.170
2680	520.50	799.00	5.0	17.760	19.711	-1.951
2681	521.75	799.00	5.0	17.498	19.508	-2.010
2682	525.50	799.00	5.0	17.528	19.660	-2.133
2683	530.50	799.00	5.0	17.181	19.473	-2.292
2684	532.25	799.00	5.0	17.105	19.167	-2.062
2685	537.25	799.00	5.0	16.851	18.821	-1.970
2686	544.00	799.00	5.0	17.178	19.322	-2.144
2687	568.00	799.00	5.0	16.927	18.449	-1.522
2688	593.25	799.00	5.0	16.769	18.157	-1.387
2689	616.75	799.00	5.0	17.545	19.162	-1.617
2690	618.00	799.00	5.0	17.574	19.183	-1.609
2691	621.00	799.00	5.0	17.980	19.585	-1.605
2692	627.50	799.00	5.0	18.284	19.534	-1.250
2693	628.50	799.00	5.0	18.335	19.395	-1.060
2694	639.75	799.00	5.0	18.882	20.484	-1.602
2695	652.50	799.00	5.0	18.069	19.957	-1.887
2696	654.25	799.00	5.0	18.620	19.687	-1.067
2697	670.50	799.00	5.0	17.558	19.609	-2.052
2698	672.00	799.00	5.0	17.523	19.638	-2.115
2699	675.00	799.00	5.0	17.522	20.277	-2.755
2700	680.75	799.00	5.0	17.826	19.405	-1.579
2701	684.50	799.00	5.0	17.344	19.053	-1.709
2702	690.50	799.00	5.0	18.499	19.305	-0.806
2703	691.50	799.00	5.0	18.525	19.307	-0.782
2704	704.08	798.95	5.0	16.928	18.310	-1.382
2705	727.75	799.00	5.0	17.610	19.340	-1.730
2706	729.00	799.00	5.0	17.375	19.253	-1.878
2707	730.00	799.00	5.0	17.663	19.407	-1.744
2708	733.25	799.00	5.0	18.478	19.703	-1.225
2709	737.50	799.00	5.0	17.498	19.190	-1.693
2710	767.00	799.00	5.0	17.043	18.489	-1.446
2711	775.75	799.00	5.0	17.823	19.268	-1.445
2712	777.25	799.00	5.0	17.551	19.089	-1.539
2713	781.75	799.00	5.0	17.613	19.391	-1.778
2714	788.25	799.00	5.0	17.569	19.422	-1.853
2715	789.75	799.00	5.0	17.561	19.397	-1.836
2716	795.25	799.00	5.0	17.208	18.974	-1.766
2717	797.00	799.00	5.0	17.444	18.993	-1.549
