ID	x	y	ap_radius	mag_F336W	mag_F555W	color
69	75.71	80.54	5.0	18.562	19.324	-0.763
70	308.09	81.05	5.0	19.018	19.535	-0.517
71	337.44	84.22	5.0	16.645	16.679	-0.033
72	113.40	81.78	5.0	20.221	20.409	-0.189
73	463.97	82.28	5.0	19.012	19.690	-0.678
74	398.63	83.32	5.0	21.553	20.151	1.402
75	559.11	85.56	5.0	19.160	19.415	-0.255
76	670.95	86.45	5.0	18.592	18.810	-0.218
77	697.47	84.93	5.0	25.555	20.184	5.371
78	726.93	85.70	5.0	17.690	18.203	-0.513
79	495.22	87.65	5.0	17.656	18.133	-0.478
80	81.04	87.11	5.0	18.729	19.323	-0.594
81	121.86	88.26	5.0	17.830	18.625	-0.795
82	776.68	88.22	5.0	17.569	18.075	-0.506
83	749.44	87.65	5.0	18.826	20.146	-1.320
84	796.90	88.88	5.0	19.499	19.934	-0.435
85	364.57	88.05	5.0	18.924	19.145	-0.221
86	622.83	89.62	5.0	19.747	20.172	-0.425
87	634.64	89.36	5.0	19.663	19.745	-0.082
88	64.53	88.84	5.0	19.291	19.962	-0.671
89	528.29	91.64	5.0	18.921	19.297	-0.377
90	124.55	93.15	5.0	18.816	18.932	-0.116
91	264.00	93.04	5.0	18.717	19.762	-1.045
92	359.22	92.30	5.0	18.138	17.815	0.324
93	408.12	93.76	5.0	18.052	18.559	-0.507
94	324.15	95.67	5.0	17.494	18.339	-0.846
95	394.80	92.89	5.0	21.836	20.320	1.517
96	511.11	93.99	5.0	17.525	17.926	-0.400
97	628.84	93.49	5.0	18.639	19.141	-0.502
98	144.50	92.62	5.0	21.230	20.891	0.340
99	755.50	93.89	5.0	18.846	20.345	-1.499
100	791.41	94.52	5.0	18.592	19.072	-0.480
101	796.36	94.98	5.0	19.102	19.037	0.065
102	86.67	94.08	5.0	19.468	20.598	-1.130
103	271.39	94.87	5.0	18.961	20.057	-1.096
104	564.83	94.50	5.0	19.994	20.079	-0.084
105	377.18	95.20	5.0	21.228	20.004	1.224
106	102.18	98.62	5.0	15.677	18.367	-2.689
107	301.75	97.81	5.0	19.093	19.609	-0.516
108	495.32	100.69	5.0	17.340	17.868	-0.528
109	250.18	100.22	5.0	18.102	18.423	-0.321
110	309.67	100.50	5.0	17.285	17.376	-0.090
111	524.84	98.69	5.0	22.046	21.859	0.187
112	757.00	98.38	5.0	19.531	20.180	-0.648
113	364.08	100.12	5.0	19.431	19.765	-0.334
114	544.01	100.75	5.0	19.744	19.516	0.229
115	723.14	99.29	5.0	20.789	20.613	0.177
116	741.13	99.29	5.0	19.359	20.007	-0.648
117	64.94	100.31	5.0	19.027	19.851	-0.825
118	348.04	100.40	5.0	19.247	20.543	-1.296
119	83.92	100.54	5.0	19.583	19.971	-0.388
120	442.57	101.45	5.0	20.930	19.789	1.141
121	646.19	102.79	5.0	17.762	18.205	-0.443
122	196.12	104.82	5.0	17.300	17.832	-0.531
123	399.56	109.14	5.0	18.098	18.021	0.077
124	519.77	105.22	5.0	18.015	18.525	-0.511
125	597.39	106.41	5.0	17.078	17.045	0.034
126	586.08	103.92	5.0	18.926	19.113	-0.188
127	208.75	104.50	5.0	20.344	20.305	0.039
128	231.73	104.40	5.0	19.583	19.425	0.158
129	244.83	105.74	5.0	18.327	18.668	-0.341
130	277.50	103.88	5.0	19.472	20.049	-0.577
131	754.36	107.33	5.0	17.808	18.238	-0.430
132	172.56	106.46	5.0	19.734	19.601	0.133
133	567.94	106.47	5.0	19.860	20.467	-0.607
134	610.50	106.27	5.0	21.156	20.097	1.059
135	640.92	106.42	5.0	21.090	19.827	1.263
136	681.91	106.18	5.0	20.144	20.287	-0.143
137	425.88	106.88	5.0	19.269	19.895	-0.626
138	627.20	108.62	5.0	17.999	18.194	-0.195
139	381.78	108.32	5.0	19.264	19.436	-0.172
140	447.12	108.38	5.0	21.663	20.613	1.049
141	620.16	109.27	5.0	19.296	19.499	-0.203
142	157.90	114.04	5.0	16.635	16.525	0.109
143	563.66	110.96	5.0	19.433	19.854	-0.421
144	661.51	112.24	5.0	19.412	19.595	-0.183
145	389.65	111.90	5.0	18.857	19.148	-0.292
146	428.54	118.46	5.0	17.170	17.230	-0.060
147	86.45	113.40	5.0	18.679	19.505	-0.826
148	568.69	112.06	5.0	19.614	19.375	0.239
149	169.81	115.32	5.0	17.394	17.896	-0.502
150	248.27	114.04	5.0	19.723	19.646	0.077
151	700.60	115.15	5.0	18.679	19.566	-0.887
152	258.75	116.33	5.0	20.118	19.907	0.212
153	749.43	117.08	5.0	17.759	18.149	-0.390
154	411.85	115.95	5.0	18.500	19.419	-0.919
155	444.58	117.43	5.0	18.638	18.995	-0.358
156	567.65	116.67	5.0	19.825	19.485	0.340
157	83.38	119.21	5.0	18.165	18.857	-0.692
158	222.22	117.38	5.0	20.561	19.743	0.818
159	416.75	117.39	5.0	21.255	21.200	0.055
160	661.45	119.05	5.0	21.316	20.094	1.222
161	391.61	119.96	5.0	18.617	18.958	-0.341
162	725.31	122.03	5.0	17.978	18.508	-0.530
163	292.46	119.24	5.0	19.000	19.628	-0.628
164	309.67	118.79	5.0	22.166	21.365	0.801
165	571.42	118.92	5.0	22.960	20.363	2.597
166	213.50	120.33	5.0	21.273	20.075	1.198
167	251.97	120.03	5.0	19.879	19.747	0.132
168	315.81	121.04	5.0	18.957	20.331	-1.374
169	538.90	122.28	5.0	17.743	18.296	-0.553
170	590.04	120.92	5.0	20.812	21.162	-0.350
171	615.04	123.60	5.0	17.537	18.035	-0.498
172	702.25	121.17	5.0	22.177	19.669	2.508
173	341.67	121.39	5.0	19.144	19.397	-0.254
174	346.33	120.67	5.0	21.205	19.982	1.223
175	412.59	122.28	5.0	18.011	18.303	-0.292
176	546.81	122.49	5.0	18.585	18.972	-0.387
177	563.01	123.52	5.0	18.296	18.693	-0.397
178	682.34	123.16	5.0	18.049	18.129	-0.079
179	695.38	123.29	5.0	18.549	19.055	-0.506
180	336.29	122.44	5.0	19.562	19.885	-0.322
181	86.72	123.17	5.0	20.585	19.469	1.116
182	114.42	125.21	5.0	18.401	18.744	-0.343
183	254.77	123.49	5.0	19.412	19.348	0.064
184	447.12	125.59	5.0	18.012	18.539	-0.527
185	602.05	133.33	5.0	17.376	18.345	-0.969
186	239.10	126.19	5.0	19.913	20.126	-0.213
187	285.60	125.05	5.0	20.025	20.069	-0.044
188	387.71	127.52	5.0	17.857	18.430	-0.573
189	654.92	125.27	5.0	19.962	20.550	-0.588
190	753.62	126.77	5.0	18.588	18.932	-0.344
191	54.98	127.42	5.0	18.399	19.851	-1.451
192	258.10	126.49	5.0	19.641	19.293	0.348
193	456.67	129.76	5.0	17.318	17.170	0.148
194	190.67	129.22	5.0	18.816	19.720	-0.905
195	176.86	130.08	5.0	18.431	18.819	-0.388
196	537.86	131.70	5.0	18.522	19.153	-0.631
197	656.21	130.95	5.0	19.126	19.225	-0.100
198	132.22	133.03	5.0	18.285	18.692	-0.408
199	314.38	130.62	5.0	19.813	19.757	0.056
200	339.51	131.90	5.0	19.309	19.533	-0.224
201	727.28	132.88	5.0	17.814	18.074	-0.260
202	286.19	132.29	5.0	17.972	18.740	-0.768
203	347.00	131.03	5.0	20.364	20.452	-0.088
204	498.77	135.17	5.0	15.605	15.000	0.605
205	619.66	132.71	5.0	18.981	19.786	-0.806
206	633.71	132.43	5.0	18.991	19.283	-0.292
207	83.84	133.20	5.0	18.700	19.609	-0.909
208	122.56	132.56	5.0	20.771	21.152	-0.381
209	232.01	132.92	5.0	21.389	20.460	0.930
210	261.70	135.96	5.0	17.291	17.577	-0.287
211	252.76	135.06	5.0	18.038	18.562	-0.524
212	331.07	132.86	5.0	19.706	19.784	-0.078
213	555.25	133.81	5.0	19.841	19.648	0.193
214	672.39	133.90	5.0	19.169	19.877	-0.708
215	326.32	135.33	5.0	18.577	19.067	-0.490
216	402.78	136.38	5.0	18.034	18.455	-0.421
217	474.65	136.11	5.0	18.654	19.419	-0.765
218	562.41	137.39	5.0	17.935	18.349	-0.414
219	156.50	137.69	5.0	19.571	19.750	-0.179
220	372.30	136.80	5.0	18.326	18.612	-0.286
221	448.73	137.29	5.0	18.871	19.512	-0.641
222	688.20	141.72	5.0	16.928	17.663	-0.736
223	99.35	139.50	5.0	18.842	19.644	-0.802
224	147.61	140.29	5.0	18.073	18.546	-0.474
225	212.84	139.63	5.0	19.024	19.226	-0.203
226	386.12	144.81	5.0	15.201	15.322	-0.121
227	662.47	141.39	5.0	18.607	18.836	-0.229
228	702.70	138.89	5.0	19.059	19.260	-0.201
229	68.58	139.27	5.0	19.313	21.551	-2.238
230	253.35	141.52	5.0	18.246	18.589	-0.344
231	425.77	140.65	5.0	18.500	18.928	-0.428
232	231.81	141.23	5.0	18.658	19.118	-0.460
233	618.23	141.11	5.0	20.027	20.777	-0.750
234	476.79	144.34	5.0	17.775	18.345	-0.570
235	611.69	141.49	5.0	23.235	21.641	1.594
236	676.20	142.79	5.0	17.883	18.494	-0.611
237	180.40	145.54	5.0	17.544	17.963	-0.419
238	225.95	142.36	5.0	20.081	19.575	0.505
239	459.04	146.60	5.0	17.074	17.053	0.021
240	169.95	143.85	5.0	21.571	20.418	1.153
241	268.16	145.30	5.0	18.288	18.782	-0.494
242	762.58	148.27	5.0	17.537	18.048	-0.510
243	80.74	147.41	5.0	17.620	18.308	-0.688
244	54.44	147.44	5.0	18.942	19.174	-0.233
245	201.67	147.87	5.0	18.582	19.074	-0.492
246	569.22	148.44	5.0	17.439	17.927	-0.487
247	718.41	147.78	5.0	17.325	17.770	-0.444
248	143.67	147.42	5.0	19.820	20.313	-0.493
249	349.25	147.08	5.0	20.137	20.045	0.092
250	408.56	149.55	5.0	17.861	18.242	-0.381
251	536.77	147.38	5.0	20.170	20.272	-0.102
252	282.98	150.52	5.0	16.733	16.696	0.037
253	615.92	154.64	5.0	15.262	15.388	-0.126
254	667.70	148.73	5.0	20.013	19.683	0.330
255	683.47	150.01	5.0	19.348	20.186	-0.838
256	112.83	150.32	5.0	18.073	18.778	-0.705
257	271.80	149.40	5.0	20.334	19.016	1.318
258	606.13	152.24	5.0	17.574	21.941	-4.367
259	663.82	149.90	5.0	19.688	19.577	0.111
260	236.46	151.06	5.0	19.640	19.932	-0.292
261	516.03	151.70	5.0	18.532	19.213	-0.681
262	145.04	154.48	5.0	17.929	18.405	-0.476
263	332.88	152.74	5.0	18.474	18.781	-0.307
264	153.22	153.70	5.0	18.823	19.213	-0.390
265	646.33	155.40	5.0	18.032	18.661	-0.629
266	707.59	155.40	5.0	18.451	18.812	-0.361
267	324.52	154.67	5.0	19.068	19.386	-0.318
268	449.88	156.13	5.0	17.089	17.506	-0.416
269	522.67	154.08	5.0	18.611	19.596	-0.985
270	107.41	155.09	5.0	19.177	19.386	-0.209
271	167.06	156.82	5.0	18.145	18.722	-0.577
272	209.68	155.88	5.0	21.945	21.416	0.529
273	299.22	154.92	5.0	18.776	20.260	-1.485
274	529.48	158.53	5.0	18.096	18.598	-0.502
275	636.23	154.35	5.0	18.763	18.943	-0.181
276	273.25	156.50	5.0	19.582	20.678	-1.096
277	415.21	157.23	5.0	18.427	19.314	-0.886
278	691.53	156.72	5.0	20.671	21.361	-0.690
279	339.50	157.89	5.0	21.972	19.989	1.984
280	671.81	161.60	5.0	18.110	18.546	-0.436
281	680.89	158.56	5.0	23.036	23.434	-0.398
282	498.13	157.57	5.0	18.814	19.944	-1.130
283	559.46	158.79	5.0	19.491	19.833	-0.342
284	664.81	158.57	5.0	20.352	19.953	0.399
285	686.58	157.92	5.0	20.923	20.172	0.751
286	750.76	160.81	5.0	17.793	18.177	-0.384
287	185.00	159.50	5.0	18.610	19.590	-0.980
288	247.60	159.73	5.0	19.091	19.891	-0.800
289	285.46	159.29	5.0	20.385	19.891	0.495
290	503.11	161.94	5.0	17.293	17.855	-0.561
291	713.65	160.49	5.0	20.754	19.647	1.107
292	642.53	162.61	5.0	17.969	18.676	-0.707
293	654.59	162.31	5.0	17.873	18.383	-0.510
294	224.62	162.66	5.0	18.462	18.795	-0.332
295	409.17	162.33	5.0	17.977	18.702	-0.725
