ID	x	y	ap_radius	mag_F336W	mag_F555W	color
1253	611.61	493.63	5.0	17.788	18.485	-0.696
1254	681.92	492.05	5.0	18.601	19.117	-0.516
1255	134.63	492.77	5.0	19.277	19.382	-0.105
1256	208.00	492.00	5.0	19.501	19.663	-0.162
1257	322.88	493.03	5.0	18.794	19.731	-0.937
1258	415.28	493.41	5.0	19.414	19.313	0.102
1259	444.92	491.67	5.0	19.012	20.791	-1.779
1260	488.63	494.95	5.0	15.991	15.749	0.243
1261	694.50	492.00	5.0	20.509	21.314	-0.805
1262	288.08	493.08	5.0	18.778	19.498	-0.720
1263	424.67	493.87	5.0	19.613	20.046	-0.433
1264	178.55	493.60	5.0	21.192	20.234	0.958
1265	268.57	495.27	5.0	18.315	18.689	-0.373
1266	438.16	497.39	5.0	17.353	17.998	-0.645
1267	747.04	497.88	5.0	18.276	18.674	-0.398
1268	458.85	496.21	5.0	19.405	18.770	0.635
1269	508.75	497.49	5.0	18.367	19.090	-0.723
1270	252.36	497.30	5.0	18.342	18.713	-0.371
1271	402.00	496.75	5.0	20.916	20.295	0.621
1272	92.71	497.58	5.0	19.010	19.795	-0.785
1273	287.98	498.90	5.0	18.550	18.943	-0.393
1274	373.16	500.38	5.0	17.036	18.556	-1.520
1275	676.24	497.75	5.0	18.248	18.899	-0.651
1276	192.26	500.50	5.0	17.481	18.013	-0.532
1277	213.87	498.23	5.0	21.036	20.639	0.397
1278	738.50	497.74	5.0	15.586	19.201	-3.614
1279	130.08	499.33	5.0	20.165	19.673	0.492
1280	225.84	500.49	5.0	18.451	18.973	-0.522
1281	359.52	501.45	5.0	18.959	19.378	-0.419
1282	98.97	500.86	5.0	19.174	19.491	-0.317
1283	482.19	500.91	5.0	21.035	22.339	-1.304
1284	727.75	500.97	5.0	20.257	19.716	0.541
1285	380.41	502.08	5.0	19.616	19.953	-0.337
1286	697.75	500.85	5.0	20.265	19.951	0.313
1287	425.92	503.13	5.0	18.760	19.434	-0.674
1288	466.70	504.20	5.0	18.269	18.649	-0.381
1289	503.75	502.57	5.0	19.493	20.483	-0.990
1290	612.46	503.16	5.0	19.415	20.025	-0.610
1291	232.24	503.59	5.0	18.878	19.151	-0.274
1292	388.90	503.16	5.0	20.100	23.306	-3.206
1293	618.92	503.83	5.0	18.877	20.341	-1.465
1294	625.03	504.31	5.0	17.929	18.848	-0.920
1295	402.38	504.33	5.0	19.475	20.283	-0.808
1296	723.55	504.70	5.0	20.360	20.168	0.193
1297	129.00	505.00	5.0	18.623	19.357	-0.734
1298	748.13	505.11	5.0	20.989	19.987	1.002
1299	80.84	506.69	5.0	19.131	20.015	-0.884
1300	389.33	504.52	5.0	20.046	22.303	-2.257
1301	178.24	509.65	5.0	17.604	17.983	-0.379
1302	499.71	508.72	5.0	17.914	18.560	-0.646
1303	767.32	506.87	5.0	19.472	20.029	-0.557
1304	132.67	509.83	5.0	18.020	18.340	-0.320
1305	587.41	508.67	5.0	19.344	20.563	-1.219
1306	695.43	507.87	5.0	21.119	20.661	0.458
1307	122.01	511.39	5.0	17.147	17.466	-0.318
1308	406.26	509.57	5.0	20.318	20.120	0.198
1309	507.68	509.76	5.0	19.418	19.799	-0.381
1310	577.55	510.10	5.0	20.003	21.182	-1.179
1311	81.11	512.11	5.0	18.448	18.896	-0.448
1312	614.26	513.08	5.0	18.237	18.713	-0.476
1313	706.68	511.77	5.0	19.327	20.221	-0.894
1314	728.97	516.10	5.0	16.052	15.673	0.379
1315	753.31	512.31	5.0	20.937	19.895	1.041
1316	604.66	514.63	5.0	18.244	18.758	-0.514
1317	677.20	514.37	5.0	18.202	18.582	-0.380
1318	685.44	515.46	5.0	18.363	19.168	-0.805
1319	700.11	513.80	5.0	18.784	19.548	-0.764
1320	421.61	516.45	5.0	17.957	18.740	-0.783
1321	738.09	514.86	5.0	19.786	20.006	-0.220
1322	73.43	515.33	5.0	20.021	19.994	0.026
1323	105.59	515.38	5.0	19.107	19.404	-0.297
1324	204.80	515.30	5.0	18.116	18.298	-0.182
1325	314.14	515.90	5.0	18.228	18.809	-0.581
1326	193.46	517.43	5.0	19.102	19.201	-0.099
1327	243.04	516.64	5.0	19.324	19.512	-0.187
1328	288.73	517.49	5.0	20.611	20.097	0.514
1329	323.81	516.88	5.0	19.357	20.291	-0.935
1330	157.73	517.80	5.0	21.371	20.188	1.183
1331	169.88	518.62	5.0	21.610	20.465	1.144
1332	746.09	518.36	5.0	19.258	20.119	-0.862
1333	426.75	519.78	5.0	19.600	19.837	-0.237
1334	673.94	520.28	5.0	19.210	19.894	-0.684
1335	75.12	521.23	5.0	18.622	18.819	-0.197
1336	207.85	521.35	5.0	19.137	19.241	-0.104
1337	690.26	520.49	5.0	19.215	20.286	-1.071
1338	111.81	521.70	5.0	18.837	19.152	-0.315
1339	507.31	522.08	5.0	19.092	20.852	-1.759
1340	772.37	524.72	5.0	17.359	18.035	-0.676
1341	135.85	521.95	5.0	25.268	20.458	4.810
1342	179.60	522.84	5.0	19.492	20.293	-0.801
1343	741.28	524.49	5.0	18.039	18.740	-0.701
1344	749.99	526.54	5.0	17.972	18.503	-0.531
1345	706.39	526.18	5.0	17.527	17.724	-0.198
1346	63.62	527.46	5.0	17.434	17.772	-0.339
1347	177.89	527.79	5.0	18.693	19.557	-0.864
1348	243.82	527.47	5.0	17.958	18.409	-0.451
1349	687.67	534.96	5.0	17.012	16.742	0.271
1350	370.36	529.34	5.0	19.193	19.258	-0.065
1351	377.08	527.92	5.0	22.295	22.568	-0.273
1352	600.34	529.59	5.0	18.718	19.942	-1.224
1353	90.39	532.43	5.0	17.772	18.216	-0.444
1354	127.82	531.01	5.0	19.552	19.916	-0.364
1355	716.28	531.07	5.0	19.444	20.445	-1.001
1356	784.82	532.82	5.0	17.830	18.815	-0.985
1357	794.64	533.25	5.0	18.331	18.791	-0.459
1358	170.80	532.80	5.0	19.052	19.393	-0.341
1359	228.82	532.55	5.0	18.180	18.581	-0.401
1360	50.66	532.95	5.0	18.699	19.846	-1.147
1361	135.44	532.96	5.0	19.073	19.197	-0.124
1362	515.97	536.67	5.0	16.446	16.555	-0.110
1363	164.88	533.62	5.0	21.262	20.164	1.098
1364	295.46	535.04	5.0	18.358	19.001	-0.643
1365	708.23	534.90	5.0	20.259	20.706	-0.446
1366	727.15	536.83	5.0	16.647	17.188	-0.541
1367	188.55	536.07	5.0	19.829	19.980	-0.151
1368	112.90	536.10	5.0	20.610	20.256	0.354
1369	206.94	536.62	5.0	20.106	20.256	-0.150
1370	234.97	537.56	5.0	19.123	20.010	-0.887
1371	251.53	537.89	5.0	18.524	19.541	-1.018
1372	634.71	537.46	5.0	20.910	21.383	-0.473
1373	290.18	539.29	5.0	17.821	18.228	-0.408
1374	746.41	540.28	5.0	18.718	19.430	-0.712
1375	798.00	538.33	5.0	20.803	20.368	0.435
1376	124.61	539.92	5.0	20.006	20.046	-0.040
1377	180.70	539.67	5.0	20.862	20.778	0.084
1378	719.75	542.50	5.0	17.399	17.852	-0.453
1379	474.43	540.75	5.0	19.567	19.955	-0.388
1380	609.46	540.11	5.0	20.290	21.251	-0.962
1381	379.03	548.68	5.0	15.373	15.407	-0.035
1382	263.74	549.10	5.0	17.262	17.809	-0.548
1383	403.20	543.76	5.0	18.422	19.058	-0.635
1384	114.78	546.93	5.0	17.872	18.294	-0.422
1385	201.29	546.73	5.0	16.757	16.479	0.278
1386	271.45	544.93	5.0	19.792	20.314	-0.522
1387	655.17	548.21	5.0	16.099	16.057	0.041
1388	365.61	545.13	5.0	23.741	22.218	1.523
1389	621.60	546.36	5.0	18.513	19.108	-0.595
1390	758.67	544.67	5.0	20.150	21.215	-1.065
1391	75.20	547.30	5.0	20.273	20.070	0.203
1392	227.79	547.70	5.0	17.871	17.847	0.024
1393	282.07	545.87	5.0	21.603	20.621	0.981
1394	524.48	546.08	5.0	19.489	20.971	-1.482
1395	780.91	550.68	5.0	17.715	17.933	-0.219
1396	599.84	550.91	5.0	16.942	17.261	-0.319
1397	703.75	549.68	5.0	18.809	19.146	-0.337
1398	770.27	550.79	5.0	18.136	19.016	-0.881
1399	476.19	549.60	5.0	19.450	20.691	-1.242
1400	727.23	551.60	5.0	18.088	18.455	-0.367
1401	517.00	551.88	5.0	18.326	19.069	-0.743
1402	329.25	556.78	5.0	17.451	17.993	-0.543
1403	414.08	553.08	5.0	22.815	23.399	-0.583
1404	448.45	553.40	5.0	19.396	19.744	-0.349
1405	51.77	556.13	5.0	19.519	20.342	-0.823
1406	175.36	556.58	5.0	19.188	19.222	-0.034
1407	192.67	556.33	5.0	18.738	18.908	-0.169
1408	235.96	555.32	5.0	17.851	18.098	-0.246
1409	308.28	556.73	5.0	17.910	18.498	-0.588
1410	408.68	554.89	5.0	19.503	19.797	-0.294
1411	150.00	557.36	5.0	18.552	18.928	-0.376
1412	402.01	557.07	5.0	18.042	18.692	-0.649
1413	649.35	562.69	5.0	16.886	17.505	-0.619
1414	245.78	558.39	5.0	18.983	19.214	-0.230
1415	293.56	562.76	5.0	15.164	15.348	-0.184
1416	735.43	559.87	5.0	19.048	19.303	-0.254
1417	140.26	559.73	5.0	19.080	19.330	-0.250
1418	276.32	560.50	5.0	18.142	18.601	-0.459
1419	519.68	559.18	5.0	19.861	19.956	-0.095
1420	165.33	561.51	5.0	18.987	20.576	-1.589
1421	337.78	562.50	5.0	19.514	20.440	-0.926
1422	344.22	561.53	5.0	19.240	20.012	-0.772
1423	429.07	562.17	5.0	19.595	19.892	-0.297
1424	175.89	563.57	5.0	20.665	19.893	0.772
1425	318.17	563.69	5.0	18.651	19.850	-1.199
1426	515.16	563.79	5.0	18.995	19.517	-0.522
1427	636.88	565.31	5.0	19.296	19.920	-0.624
1428	719.63	564.91	5.0	18.103	18.536	-0.432
1429	69.70	565.14	5.0	18.544	19.378	-0.834
1430	194.05	565.00	5.0	18.620	19.979	-1.359
1431	406.52	566.32	5.0	17.817	18.307	-0.490
1432	454.61	567.53	5.0	18.037	18.513	-0.476
1433	592.90	563.60	5.0	18.963	21.888	-2.925
1434	114.68	566.50	5.0	18.002	18.637	-0.635
1435	502.10	565.45	5.0	18.488	18.984	-0.496
1436	532.54	565.46	5.0	19.993	20.675	-0.682
1437	152.03	566.76	5.0	19.377	19.636	-0.260
1438	213.04	566.79	5.0	19.130	19.305	-0.175
1439	380.83	566.58	5.0	19.829	19.994	-0.165
1440	206.64	569.05	5.0	17.508	18.050	-0.542
1441	327.16	569.22	5.0	18.187	19.223	-1.036
1442	334.01	568.70	5.0	19.020	19.492	-0.472
1443	432.01	568.35	5.0	19.075	19.821	-0.745
1444	484.99	568.39	5.0	18.456	19.261	-0.804
1445	82.50	568.25	5.0	19.160	20.867	-1.707
1446	104.17	569.70	5.0	18.841	19.191	-0.350
1447	412.00	568.00	5.0	19.328	19.434	-0.106
1448	664.44	569.08	5.0	20.190	20.502	-0.312
1449	51.24	570.62	5.0	18.280	19.423	-1.143
1450	165.96	568.67	5.0	20.648	20.261	0.387
1451	707.71	570.41	5.0	21.770	20.153	1.617
1452	393.47	574.15	5.0	17.554	17.964	-0.410
1453	490.60	571.03	5.0	18.711	19.824	-1.113
1454	547.42	572.07	5.0	18.751	19.367	-0.616
1455	617.22	571.93	5.0	18.033	18.795	-0.762
1456	531.01	572.99	5.0	17.497	18.031	-0.534
1457	575.21	571.25	5.0	19.953	22.646	-2.693
1458	234.54	571.76	5.0	21.744	20.277	1.467
1459	633.91	573.36	5.0	19.082	19.563	-0.481
1460	643.56	575.55	5.0	18.502	19.073	-0.571
1461	165.69	575.50	5.0	17.499	17.436	0.062
1462	273.12	573.38	5.0	19.418	19.776	-0.358
1463	374.93	572.87	5.0	20.421	20.227	0.194
1464	448.70	575.90	5.0	17.903	18.373	-0.470
1465	422.22	576.85	5.0	18.047	18.625	-0.578
1466	588.92	575.75	5.0	19.702	21.203	-1.500
1467	720.02	576.40	5.0	20.063	19.795	0.268
1468	280.26	575.81	5.0	19.792	19.306	0.486
1469	370.80	575.98	5.0	19.738	19.687	0.051
1470	94.04	578.76	5.0	19.447	19.741	-0.295
1471	482.08	578.56	5.0	18.824	19.445	-0.620
1472	545.14	580.05	5.0	19.380	19.927	-0.547
1473	112.48	581.44	5.0	17.891	18.676	-0.785
1474	272.30	580.61	5.0	19.887	19.835	0.052
1475	289.31	580.56	5.0	19.204	19.481	-0.277
1476	744.36	582.22	5.0	17.678	17.991	-0.313
1477	386.86	580.92	5.0	19.992	19.696	0.296
1478	477.53	581.53	5.0	18.962	19.290	-0.327
1479	153.16	583.46	5.0	18.294	18.775	-0.481
1480	705.51	583.51	5.0	19.968	20.236	-0.268
1481	225.50	583.08	5.0	20.700	20.178	0.522
1482	634.23	584.74	5.0	17.645	18.204	-0.559
1483	730.80	583.50	5.0	19.635	20.139	-0.503
1484	95.94	585.64	5.0	18.362	19.435	-1.073
1485	199.09	585.36	5.0	18.408	18.949	-0.542
1486	294.50	585.17	5.0	21.456	20.211	1.245
1487	340.76	585.80	5.0	19.329	19.393	-0.064
1488	524.92	589.14	5.0	17.394	18.015	-0.621
1489	61.20	586.04	5.0	19.185	21.152	-1.967
1490	639.96	585.79	5.0	18.978	19.277	-0.299
1491	732.75	589.91	5.0	18.897	19.259	-0.363
1492	239.30	588.76	5.0	18.042	18.547	-0.504
1493	466.33	588.06	5.0	19.850	19.982	-0.133
1494	657.73	590.74	5.0	17.976	18.475	-0.499
1495	533.98	593.42	5.0	18.089	18.651	-0.562
1496	637.52	591.00	5.0	18.822	19.479	-0.656
1497	738.84	592.36	5.0	18.435	18.665	-0.230
1498	173.22	591.79	5.0	18.618	19.108	-0.490
1499	411.82	592.50	5.0	18.695	18.889	-0.194
1500	598.56	592.52	5.0	19.156	20.045	-0.889
1501	232.31	592.60	5.0	19.716	19.844	-0.127
1502	723.35	593.74	5.0	21.530	20.005	1.525
1503	219.00	595.00	5.0	21.156	20.449	0.707
1504	224.00	593.70	5.0	19.542	19.619	-0.077
1505	280.75	593.75	5.0	22.419	20.695	1.724
1506	478.17	595.50	5.0	18.035	18.267	-0.232
1507	162.24	595.51	5.0	19.582	19.831	-0.249
1508	170.52	596.03	5.0	18.602	19.028	-0.426
1509	336.39	595.50	5.0	19.875	20.841	-0.966
1510	240.40	599.58	5.0	18.157	18.636	-0.479
1511	229.42	598.29	5.0	18.405	18.803	-0.399
1512	299.42	596.54	5.0	20.271	20.122	0.149
1513	757.71	596.71	5.0	19.736	19.866	-0.131
1514	191.42	598.42	5.0	23.342	20.822	2.520
1515	699.92	598.83	5.0	21.728	23.629	-1.901
1516	413.61	600.15	5.0	17.724	18.240	-0.517
1517	750.79	602.04	5.0	18.436	19.984	-1.548
1518	276.78	601.44	5.0	18.615	18.998	-0.383
1519	346.04	600.13	5.0	21.566	20.604	0.962
1520	635.44	604.00	5.0	17.237	17.904	-0.667
1521	712.25	600.79	5.0	18.834	19.554	-0.719
1522	736.79	600.49	5.0	22.317	20.714	1.602
1523	139.57	604.92	5.0	18.432	19.255	-0.823
1524	355.56	603.56	5.0	22.710	20.432	2.278
1525	602.87	603.53	5.0	19.605	23.590	-3.985
1526	708.47	605.17	5.0	17.514	18.079	-0.566
1527	791.80	604.22	5.0	20.751	20.054	0.697
1528	118.57	604.36	5.0	19.059	19.882	-0.822
1529	204.57	604.37	5.0	19.470	19.666	-0.196
1530	422.92	603.97	5.0	20.938	20.249	0.689
1531	627.22	609.15	5.0	17.497	18.130	-0.632
1532	95.44	606.10	5.0	18.913	19.753	-0.840
1533	125.99	606.21	5.0	18.169	19.135	-0.965
1534	335.25	604.75	5.0	20.918	21.288	-0.370
1535	437.23	605.42	5.0	19.500	20.097	-0.597
1536	84.05	606.40	5.0	21.083	20.452	0.631
1537	75.93	607.87	5.0	19.044	20.647	-1.603
1538	325.74	608.07	5.0	18.552	19.379	-0.827
1539	479.45	610.03	5.0	17.677	18.144	-0.468
1540	167.01	608.41	5.0	19.454	19.643	-0.189
1541	197.66	608.65	5.0	18.460	18.744	-0.284
1542	517.75	607.88	5.0	21.409	20.298	1.111
1543	450.81	610.07	5.0	18.635	19.270	-0.635
1544	796.12	611.68	5.0	18.446	18.886	-0.440
1545	137.92	610.92	5.0	18.927	19.823	-0.897
1546	259.94	611.00	5.0	18.627	19.095	-0.468
1547	700.97	611.83	5.0	18.072	18.555	-0.483
1548	523.47	613.83	5.0	17.747	18.222	-0.475
1549	176.33	612.70	5.0	19.644	19.853	-0.208
1550	444.28	618.06	5.0	17.198	17.612	-0.414
1551	468.60	613.06	5.0	19.408	21.337	-1.928
1552	780.29	613.11	5.0	20.685	20.480	0.205
1553	675.16	616.38	5.0	20.124	20.631	-0.507
1554	280.38	617.68	5.0	17.790	18.298	-0.508
1555	452.94	616.36	5.0	19.411	19.256	0.155
1556	649.01	615.55	5.0	20.199	19.962	0.236
1557	602.98	616.33	5.0	19.658	20.263	-0.605
1558	150.22	618.52	5.0	18.925	20.978	-2.054
1559	431.86	619.23	5.0	21.118	21.432	-0.314
1560	691.56	619.57	5.0	18.450	18.548	-0.098
1561	289.13	621.38	5.0	18.035	18.383	-0.347
1562	480.78	625.95	5.0	16.336	16.794	-0.458
1563	619.06	620.42	5.0	19.501	20.048	-0.548
1564	652.14	621.07	5.0	19.910	19.563	0.347
1565	354.39	621.63	5.0	17.881	18.201	-0.320
1566	235.60	622.30	5.0	21.488	21.976	-0.488
1567	267.19	622.17	5.0	19.853	19.828	0.025
1568	679.77	623.88	5.0	20.115	19.874	0.241
1569	578.40	624.04	5.0	19.346	20.767	-1.421
1570	150.10	624.30	5.0	18.945	19.918	-0.974
1571	783.94	626.09	5.0	18.415	18.740	-0.325
1572	671.86	625.18	5.0	20.128	20.627	-0.500
1573	61.22	628.15	5.0	17.683	18.062	-0.379
1574	338.60	626.05	5.0	20.453	19.517	0.936
1575	141.38	627.62	5.0	19.287	19.322	-0.035
1576	418.71	628.16	5.0	19.003	19.651	-0.648
1577	466.30	627.46	5.0	18.042	18.639	-0.598
1578	525.58	628.50	5.0	18.410	18.924	-0.514
1579	674.73	626.97	5.0	19.822	19.588	0.234
1580	83.42	628.08	5.0	20.437	20.163	0.274
1581	427.31	628.77	5.0	19.968	20.347	-0.379
1582	434.14	628.50	5.0	19.271	19.827	-0.556
1583	701.93	629.65	5.0	18.604	19.372	-0.768
1584	113.77	633.02	5.0	15.189	15.266	-0.077
1585	644.81	627.94	5.0	19.623	19.639	-0.015
1586	79.33	631.41	5.0	19.365	19.824	-0.460
1587	137.67	630.99	5.0	19.241	19.537	-0.296
1588	678.80	634.14	5.0	17.762	17.670	0.092
1589	714.51	634.00	5.0	18.030	17.802	0.228
1590	775.26	634.55	5.0	17.866	18.215	-0.349
1591	288.98	631.70	5.0	21.324	20.356	0.968
1592	650.38	636.36	5.0	18.150	18.574	-0.424
1593	57.02	637.00	5.0	17.643	18.483	-0.839
1594	323.63	635.63	5.0	17.991	18.248	-0.257
1595	488.19	636.17	5.0	17.705	18.556	-0.851
1596	176.68	635.38	5.0	22.011	19.976	2.035
1597	349.39	636.01	5.0	19.586	19.550	0.036
1598	382.92	635.08	5.0	21.209	20.631	0.578
1599	452.59	637.67	5.0	18.032	18.675	-0.644
1600	519.69	635.58	5.0	19.454	20.009	-0.555
1601	90.57	636.93	5.0	18.935	19.363	-0.428
1602	250.29	636.08	5.0	21.986	21.291	0.695
1603	503.81	639.29	5.0	17.671	18.080	-0.410
1604	603.53	637.34	5.0	18.159	18.901	-0.742
1605	137.79	637.08	5.0	21.861	20.173	1.688
1606	314.16	637.02	5.0	19.592	19.244	0.348
1607	433.70	637.30	5.0	19.396	20.136	-0.739
1608	159.08	638.61	5.0	18.945	20.718	-1.772
1609	793.96	639.45	5.0	19.163	20.142	-0.979
1610	416.97	641.52	5.0	18.118	18.506	-0.388
1611	286.22	642.59	5.0	17.405	17.889	-0.484
1612	373.50	640.89	5.0	20.948	20.751	0.197
1613	394.74	643.68	5.0	17.934	18.204	-0.270
1614	526.07	646.86	5.0	18.202	18.975	-0.773
1615	276.35	644.43	5.0	19.915	19.937	-0.022
1616	301.21	644.88	5.0	19.069	19.425	-0.356
1617	350.56	649.53	5.0	17.922	18.453	-0.531
1618	430.91	645.05	5.0	20.118	20.152	-0.034
1619	666.97	645.26	5.0	17.947	18.307	-0.361
1620	400.83	645.17	5.0	21.384	20.171	1.212
1621	442.69	644.81	5.0	20.730	21.033	-0.303
1622	455.47	646.28	5.0	17.998	18.481	-0.483
1623	630.75	644.28	5.0	19.148	19.394	-0.246
1624	772.55	647.75	5.0	17.907	18.330	-0.422
1625	363.55	646.30	5.0	21.279	20.340	0.939
1626	791.84	646.79	5.0	18.694	19.680	-0.986
1627	414.04	647.21	5.0	19.644	19.503	0.142
1628	764.33	647.01	5.0	19.695	20.347	-0.652
1629	165.24	649.99	5.0	17.695	17.975	-0.280
1630	510.96	649.94	5.0	17.699	18.297	-0.599
1631	390.40	652.09	5.0	17.992	18.395	-0.403
1632	427.63	650.04	5.0	20.967	20.101	0.866
1633	618.21	650.62	5.0	21.537	20.246	1.291
1634	662.56	650.20	5.0	20.214	19.308	0.906
1635	69.95	652.50	5.0	18.232	19.129	-0.897
1636	89.95	654.50	5.0	17.359	17.926	-0.567
1637	173.73	652.35	5.0	20.133	20.011	0.122
1638	284.99	652.12	5.0	19.466	19.461	0.005
1639	638.23	652.42	5.0	19.870	19.625	0.245
1640	335.45	653.85	5.0	19.553	19.516	0.037
1641	687.35	654.04	5.0	21.062	20.268	0.794
1642	223.62	655.79	5.0	19.384	19.513	-0.129
1643	408.25	656.46	5.0	19.148	19.269	-0.120
1644	439.55	657.01	5.0	19.755	19.822	-0.066
1645	153.87	657.48	5.0	19.328	19.702	-0.374
1646	421.82	657.27	5.0	19.528	19.650	-0.122
1647	696.10	659.08	5.0	21.383	21.165	0.218
1648	780.72	658.50	5.0	20.167	19.350	0.817
1649	299.14	659.08	5.0	20.945	19.854	1.091
1650	572.44	659.39	5.0	19.236	20.518	-1.282
1651	648.92	659.14	5.0	20.475	20.324	0.150
1652	276.87	659.61	5.0	18.292	18.499	-0.207
1653	767.38	661.56	5.0	23.144	21.222	1.923
1654	208.27	661.01	5.0	19.264	19.509	-0.245
1655	317.89	661.50	5.0	19.188	20.365	-1.176
1656	455.68	664.43	5.0	17.679	18.150	-0.470
1657	213.86	663.84	5.0	18.305	18.594	-0.289
1658	85.83	664.67	5.0	20.251	20.068	0.183
1659	91.87	664.84	5.0	19.106	19.057	0.049
1660	691.92	665.19	5.0	18.900	19.407	-0.507
1661	422.94	665.12	5.0	20.868	20.204	0.664
1662	116.33	667.64	5.0	19.839	19.329	0.510
1663	291.67	668.38	5.0	17.773	17.872	-0.099
1664	299.91	667.99	5.0	18.148	18.078	0.070
1665	516.35	670.58	5.0	17.398	17.982	-0.584
1666	791.16	668.75	5.0	17.780	18.651	-0.871
1667	110.16	668.99	5.0	18.382	18.716	-0.334
1668	239.90	668.08	5.0	21.667	20.332	1.335
1669	377.70	668.26	5.0	21.099	20.459	0.641
1670	429.93	670.03	5.0	23.213	20.870	2.344
1671	193.23	671.44	5.0	19.677	19.849	-0.172
1672	395.93	671.96	5.0	19.584	19.583	0.001
1673	542.55	674.46	5.0	18.559	19.176	-0.617
1674	585.08	674.91	5.0	17.957	18.328	-0.370
1675	594.97	673.58	5.0	19.876	20.362	-0.486
1676	66.73	675.19	5.0	18.657	19.439	-0.782
1677	134.66	675.54	5.0	18.651	19.876	-1.225
1678	179.50	673.38	5.0	21.125	20.911	0.214
1679	210.82	675.28	5.0	18.543	18.990	-0.447
1680	200.85	675.05	5.0	21.219	20.631	0.588
1681	359.27	675.60	5.0	20.244	19.919	0.326
1682	578.05	675.73	5.0	20.167	20.483	-0.315
1683	663.79	676.61	5.0	17.717	18.527	-0.810
1684	334.60	676.95	5.0	20.070	19.874	0.196
1685	387.61	677.85	5.0	18.085	18.400	-0.315
1686	525.04	675.76	5.0	20.642	21.665	-1.023
1687	236.05	677.30	5.0	19.298	20.241	-0.944
1688	272.21	677.81	5.0	19.560	19.809	-0.249
1689	287.39	677.92	5.0	19.773	20.005	-0.232
1690	256.83	683.72	5.0	17.973	18.406	-0.432
1691	710.68	678.74	5.0	19.198	19.989	-0.791
1692	150.40	679.20	5.0	20.039	20.844	-0.804
1693	226.81	679.19	5.0	19.192	19.086	0.106
1694	241.88	679.77	5.0	18.461	18.878	-0.417
1695	202.38	680.25	5.0	23.624	20.270	3.354
1696	297.83	680.33	5.0	26.060	20.099	5.961
1697	488.33	679.97	5.0	19.997	20.824	-0.827
1698	589.77	680.50	5.0	19.873	20.346	-0.473
1699	167.74	682.78	5.0	18.597	18.892	-0.295
1700	215.97	681.65	5.0	19.916	19.735	0.181
1701	508.08	683.64	5.0	17.796	18.373	-0.576
1702	533.40	682.37	5.0	18.600	19.180	-0.581
1703	181.91	682.73	5.0	18.469	19.804	-1.335
1704	291.63	684.90	5.0	18.362	18.700	-0.338
1705	433.21	682.93	5.0	18.778	19.159	-0.381
1706	768.07	682.69	5.0	19.352	19.896	-0.545
1707	566.03	683.64	5.0	20.130	20.262	-0.132
1708	708.19	683.75	5.0	19.788	20.240	-0.453
1709	448.43	693.63	5.0	17.133	18.040	-0.906
1710	560.77	684.45	5.0	18.833	19.523	-0.691
1711	684.78	687.24	5.0	18.234	18.515	-0.281
1712	152.87	685.38	5.0	19.711	19.855	-0.143
1713	161.58	687.31	5.0	19.015	19.357	-0.341
1714	234.38	686.50	5.0	18.955	19.201	-0.246
1715	417.90	686.35	5.0	18.128	18.268	-0.140
1716	795.89	689.38	5.0	18.144	18.645	-0.501
1717	410.83	686.67	5.0	20.881	19.853	1.028
1718	427.06	687.64	5.0	19.840	21.333	-1.493
1719	367.38	690.72	5.0	17.663	18.073	-0.410
1720	433.05	689.15	5.0	21.138	20.707	0.431
1721	558.15	693.31	5.0	17.419	17.864	-0.446
1722	591.33	688.67	5.0	21.631	21.885	-0.253
1723	52.44	690.67	5.0	18.869	19.698	-0.829
1724	523.92	695.01	5.0	17.084	17.115	-0.031
1725	107.06	693.15	5.0	17.760	18.356	-0.596
1726	284.07	692.14	5.0	18.860	19.138	-0.277
1727	272.95	692.50	5.0	20.050	19.711	0.339
1728	545.67	691.83	5.0	20.743	21.266	-0.523
1729	222.59	694.08	5.0	18.204	18.079	0.125
1730	606.90	693.19	5.0	20.034	20.947	-0.913
1731	761.01	693.89	5.0	20.154	19.835	0.319
1732	79.74	695.93	5.0	18.621	20.441	-1.820
1733	464.39	695.64	5.0	18.429	18.751	-0.322
1734	681.58	694.14	5.0	20.525	19.694	0.831
1735	788.51	697.18	5.0	18.253	18.434	-0.182
1736	132.26	697.28	5.0	17.776	18.460	-0.684
1737	314.79	696.00	5.0	19.830	19.787	0.043
1738	95.40	699.03	5.0	18.566	18.921	-0.355
1739	622.75	705.24	5.0	17.193	17.694	-0.501
1740	704.28	698.54	5.0	18.672	18.966	-0.294
1741	262.25	698.11	5.0	19.640	19.896	-0.256
1742	383.58	699.61	5.0	18.923	19.158	-0.236
1743	409.19	699.00	5.0	19.706	20.447	-0.741
1744	139.28	699.99	5.0	18.501	19.443	-0.942
1745	397.08	701.65	5.0	17.503	17.988	-0.485
1746	321.80	701.70	5.0	20.906	20.085	0.821
1747	370.72	703.62	5.0	18.306	18.437	-0.131
1748	79.24	705.08	5.0	17.656	18.062	-0.406
1749	483.27	704.73	5.0	18.325	18.674	-0.349
1750	54.71	704.44	5.0	18.958	19.989	-1.030
1751	791.34	706.83	5.0	17.894	18.287	-0.393
1752	379.31	706.63	5.0	18.568	19.222	-0.654
1753	597.20	708.57	5.0	17.414	17.786	-0.372
1754	672.19	706.81	5.0	20.355	20.487	-0.132
1755	761.44	708.83	5.0	18.370	18.646	-0.276
