ID	x	y
1360	735.53	487.20
1361	356.32	487.16
1362	607.62	487.39
1363	212.87	489.34
1364	262.62	489.26
1365	293.45	491.00
1366	439.75	489.00
1367	474.78	491.58
1368	669.21	489.65
1369	274.12	490.65
1370	555.90	490.57
1371	590.12	489.86
1372	757.85	492.01
1373	130.50	491.50
1374	499.92	491.47
1375	566.14	496.67
1376	611.61	493.63
1377	681.92	492.05
1378	134.63	492.77
1379	208.00	492.00
1380	232.67	492.21
1381	322.88	493.03
1382	415.28	493.41
1383	444.92	491.67
1384	488.63	494.95
1385	694.50	492.00
1386	288.08	493.08
1387	424.67	493.87
1388	706.79	493.04
1389	178.55	493.60
1390	268.57	495.27
1391	438.16	497.39
1392	747.04	497.88
1393	458.85	496.21
1394	508.75	497.49
1395	252.36	497.30
1396	402.00	496.75
1397	92.71	497.58
1398	287.98	498.90
1399	373.16	500.38
1400	676.24	497.75
1401	192.26	500.50
1402	213.87	498.23
1403	738.50	497.74
1404	130.08	499.33
1405	225.84	500.49
1406	359.52	501.45
1407	98.97	500.86
1408	482.19	500.91
1409	727.75	500.97
1410	380.41	502.08
1411	697.75	500.85
1412	425.92	503.13
1413	466.70	504.20
1414	503.75	502.57
1415	612.46	503.16
1416	232.24	503.59
1417	388.90	503.16
1418	618.92	503.83
1419	625.03	504.31
1420	402.38	504.33
1421	475.60	504.65
1422	723.55	504.70
1423	129.00	505.00
1424	748.13	505.11
1425	80.84	506.69
1426	389.33	504.52
1427	178.24	509.65
1428	499.71	508.72
1429	767.32	506.87
1430	132.67	509.83
1431	587.41	508.67
1432	695.43	507.87
1433	122.01	511.39
1434	406.26	509.57
1435	507.68	509.76
1436	577.55	510.10
1437	81.11	512.11
1438	614.26	513.08
1439	706.68	511.77
1440	728.97	516.10
1441	753.31	512.31
1442	216.13	512.77
1443	604.66	514.63
1444	677.20	514.37
1445	685.44	515.46
1446	700.11	513.80
1447	777.83	512.67
1448	421.61	516.45
1449	738.09	514.86
1450	73.43	515.33
1451	105.59	515.38
1452	204.80	515.30
1453	314.14	515.90
1454	193.46	517.43
1455	243.04	516.64
1456	288.73	517.49
1457	323.81	516.88
1458	157.73	517.80
1459	169.88	518.62
1460	746.09	518.36
1461	426.75	519.78
1462	565.84	519.39
1463	673.94	520.28
1464	75.12	521.23
1465	207.85	521.35
1466	690.26	520.49
1467	111.81	521.70
1468	297.75	521.08
1469	507.31	522.08
1470	772.37	524.72
1471	135.85	521.95
1472	179.60	522.84
1473	741.28	524.49
1474	342.22	522.61
1475	749.99	526.54
1476	706.39	526.18
1477	63.62	527.46
1478	177.89	527.79
1479	243.82	527.47
1480	687.67	534.96
1481	370.36	529.34
1482	377.08	527.92
1483	733.60	529.30
1484	600.34	529.59
1485	90.39	532.43
1486	127.82	531.01
1487	716.28	531.07
1488	784.82	532.82
1489	794.64	533.25
1490	170.80	532.80
1491	228.82	532.55
1492	50.66	532.95
1493	135.44	532.96
1494	515.97	536.67
1495	164.88	533.62
1496	295.46	535.04
1497	708.23	534.90
1498	727.15	536.83
1499	188.55	536.07
1500	776.33	534.67
1501	112.90	536.10
1502	206.94	536.62
1503	234.97	537.56
1504	251.53	537.89
1505	634.71	537.46
1506	290.18	539.29
1507	746.41	540.28
1508	798.00	538.33
1509	124.61	539.92
1510	180.70	539.67
1511	719.75	542.50
1512	101.05	540.15
1513	169.92	539.92
1514	474.43	540.75
1515	609.46	540.11
1516	379.03	548.68
1517	263.74	549.10
1518	403.20	543.76
1519	114.78	546.93
1520	201.29	546.73
1521	271.45	544.93
1522	655.17	548.21
1523	365.61	545.13
1524	621.60	546.36
1525	751.17	544.92
1526	758.67	544.67
1527	75.20	547.30
1528	227.79	547.70
1529	282.07	545.87
1530	524.48	546.08
1531	159.60	546.95
1532	780.91	550.68
1533	599.84	550.91
1534	703.75	549.68
1535	770.27	550.79
1536	476.19	549.60
1537	727.23	551.60
1538	517.00	551.88
1539	329.25	556.78
1540	414.08	553.08
1541	448.45	553.40
1542	797.06	554.56
1543	51.77	556.13
1544	175.36	556.58
1545	192.67	556.33
1546	235.96	555.32
1547	308.28	556.73
1548	408.68	554.89
1549	150.00	557.36
1550	402.01	557.07
1551	649.35	562.69
1552	245.78	558.39
1553	293.56	562.76
1554	735.43	559.87
1555	140.26	559.73
1556	276.32	560.50
1557	519.68	559.18
1558	165.33	561.51
1559	337.78	562.50
1560	344.22	561.53
1561	225.83	562.92
1562	429.07	562.17
1563	175.89	563.57
1564	318.17	563.69
1565	515.16	563.79
1566	636.88	565.31
1567	719.63	564.91
1568	69.70	565.14
1569	194.05	565.00
1570	406.52	566.32
1571	454.61	567.53
1572	592.90	563.60
1573	114.68	566.50
1574	502.10	565.45
1575	532.54	565.46
1576	152.03	566.76
1577	213.04	566.79
1578	380.83	566.58
1579	206.64	569.05
1580	327.16	569.22
1581	334.01	568.70
1582	432.01	568.35
1583	484.99	568.39
1584	608.38	566.77
1585	82.50	568.25
1586	104.17	569.70
1587	412.00	568.00
1588	589.13	567.84
1589	664.44	569.08
1590	51.24	570.62
1591	165.96	568.67
1592	707.71	570.41
1593	393.47	574.15
1594	490.60	571.03
1595	547.42	572.07
1596	617.22	571.93
1597	531.01	572.99
1598	575.21	571.25
1599	234.54	571.76
1600	633.91	573.36
1601	643.56	575.55
1602	165.69	575.50
1603	273.12	573.38
1604	374.93	572.87
1605	448.70	575.90
1606	422.22	576.85
1607	588.92	575.75
1608	720.02	576.40
1609	280.26	575.81
1610	370.80	575.98
1611	94.04	578.76
1612	482.08	578.56
1613	545.14	580.05
1614	702.37	578.72
1615	112.48	581.44
1616	272.30	580.61
1617	289.31	580.56
1618	744.36	582.22
1619	386.86	580.92
1620	477.53	581.53
1621	153.16	583.46
1622	705.51	583.51
1623	225.50	583.08
1624	634.23	584.74
1625	730.80	583.50
1626	95.94	585.64
1627	199.09	585.36
1628	294.50	585.17
1629	340.76	585.80
1630	394.93	584.87
1631	524.92	589.14
1632	61.20	586.04
1633	374.17	587.50
1634	639.96	585.79
1635	715.96	586.81
1636	732.75	589.91
1637	239.30	588.76
1638	466.33	588.06
1639	510.92	587.75
1640	657.73	590.74
1641	675.50	589.12
1642	533.98	593.42
1643	637.52	591.00
1644	738.84	592.36
1645	173.22	591.79
1646	411.82	592.50
1647	598.56	592.52
1648	768.37	592.44
1649	232.31	592.60
1650	723.35	593.74
1651	219.00	595.00
1652	224.00	593.70
1653	280.75	593.75
1654	478.17	595.50
1655	162.24	595.51
1656	170.52	596.03
1657	336.39	595.50
1658	240.40	599.58
1659	229.42	598.29
1660	299.42	596.54
1661	757.71	596.71
1662	191.42	598.42
1663	699.92	598.83
1664	413.61	600.15
1665	750.79	602.04
1666	276.78	601.44
1667	346.04	600.13
1668	635.44	604.00
1669	684.03	599.77
1670	712.25	600.79
1671	736.79	600.49
1672	139.57	604.92
1673	355.56	603.56
1674	602.87	603.53
1675	708.47	605.17
1676	791.80	604.22
1677	118.57	604.36
1678	204.57	604.37
1679	422.92	603.97
1680	627.22	609.15
1681	95.44	606.10
1682	125.99	606.21
1683	335.25	604.75
1684	437.23	605.42
1685	84.05	606.40
1686	184.90	606.50
1687	75.93	607.87
1688	325.74	608.07
1689	479.45	610.03
1690	167.01	608.41
1691	197.66	608.65
1692	517.75	607.88
1693	450.81	610.07
1694	796.12	611.68
1695	137.92	610.92
1696	259.94	611.00
1697	700.97	611.83
1698	745.08	609.67
1699	523.47	613.83
1700	176.33	612.70
1701	444.28	618.06
1702	468.60	613.06
1703	780.29	613.11
1704	580.26	614.55
1705	675.16	616.38
1706	280.38	617.68
1707	452.94	616.36
1708	649.01	615.55
1709	602.98	616.33
1710	730.96	617.38
1711	150.22	618.52
1712	431.86	619.23
1713	691.56	619.57
1714	289.13	621.38
1715	480.78	625.95
1716	619.06	620.42
1717	652.14	621.07
1718	183.08	621.08
1719	354.39	621.63
1720	235.60	622.30
1721	267.19	622.17
1722	679.77	623.88
1723	578.40	624.04
1724	774.33	622.83
1725	150.10	624.30
1726	783.94	626.09
1727	671.86	625.18
1728	61.22	628.15
1729	338.60	626.05
1730	141.38	627.62
1731	418.71	628.16
1732	466.30	627.46
1733	525.58	628.50
1734	674.73	626.97
1735	83.42	628.08
1736	427.31	628.77
1737	434.14	628.50
1738	667.67	628.17
1739	701.93	629.65
1740	113.77	633.02
1741	644.81	627.94
1742	79.33	631.41
1743	137.67	630.99
1744	678.80	634.14
1745	714.51	634.00
1746	775.26	634.55
1747	288.98	631.70
1748	650.38	636.36
1749	57.02	637.00
1750	323.63	635.63
1751	488.19	636.17
1752	176.68	635.38
1753	349.39	636.01
1754	382.92	635.08
1755	452.59	637.67
1756	519.69	635.58
1757	90.57	636.93
1758	250.29	636.08
1759	503.81	639.29
1760	603.53	637.34
1761	137.79	637.08
1762	314.16	637.02
1763	433.70	637.30
1764	159.08	638.61
1765	793.96	639.45
1766	416.97	641.52
1767	286.22	642.59
1768	373.50	640.89
1769	725.42	641.91
1770	394.74	643.68
1771	526.07	646.86
1772	276.35	644.43
1773	301.21	644.88
1774	350.56	649.53
1775	430.91	645.05
1776	666.97	645.26
1777	400.83	645.17
1778	442.69	644.81
1779	455.47	646.28
1780	630.75	644.28
1781	772.55	647.75
1782	363.55	646.30
1783	791.84	646.79
1784	414.04	647.21
1785	764.33	647.01
1786	165.24	649.99
1787	510.96	649.94
1788	390.40	652.09
1789	427.63	650.04
1790	618.21	650.62
1791	662.56	650.20
1792	69.95	652.50
1793	89.95	654.50
1794	173.73	652.35
1795	284.99	652.12
1796	638.23	652.42
1797	335.45	653.85
1798	594.10	652.20
1799	687.35	654.04
1800	78.14	655.00
1801	223.62	655.79
1802	408.25	656.46
1803	439.55	657.01
1804	153.87	657.48
1805	421.82	657.27
1806	696.10	659.08
1807	780.72	658.50
1808	299.14	659.08
1809	572.44	659.39
1810	648.92	659.14
1811	276.87	659.61
1812	767.38	661.56
1813	208.27	661.01
1814	317.89	661.50
1815	455.68	664.43
1816	213.86	663.84
1817	85.83	664.67
1818	91.87	664.84
1819	266.62	664.50
1820	691.92	665.19
1821	422.94	665.12
1822	645.10	665.62
1823	540.48	666.33
1824	116.33	667.64
1825	291.67	668.38
1826	299.91	667.99
1827	516.35	670.58
1828	791.16	668.75
1829	110.16	668.99
1830	239.90	668.08
1831	377.70	668.26
1832	429.93	670.03
1833	193.23	671.44
1834	395.93	671.96
1835	564.15	671.80
1836	542.55	674.46
1837	585.08	674.91
1838	594.97	673.58
1839	717.92	673.08
1840	66.73	675.19
1841	134.66	675.54
1842	179.50	673.38
1843	210.82	675.28
1844	200.85	675.05
1845	359.27	675.60
1846	578.05	675.73
1847	663.79	676.61
1848	334.60	676.95
1849	387.61	677.85
1850	525.04	675.76
1851	236.05	677.30
1852	272.21	677.81
1853	287.39	677.92
1854	256.83	683.72
1855	710.68	678.74
1856	150.40	679.20
1857	226.81	679.19
1858	241.88	679.77
1859	202.38	680.25
1860	297.83	680.33
1861	488.33	679.97
1862	589.77	680.50
1863	167.74	682.78
1864	188.95	680.85
1865	215.97	681.65
1866	508.08	683.64
1867	533.40	682.37
1868	181.91	682.73
1869	291.63	684.90
1870	370.25	681.25
1871	433.21	682.93
1872	768.07	682.69
1873	566.03	683.64
1874	708.19	683.75
1875	448.43	693.63
1876	560.77	684.45
1877	684.78	687.24
1878	152.87	685.38
1879	161.58	687.31
1880	196.08	685.08
1881	234.38	686.50
1882	417.90	686.35
1883	754.25	685.54
1884	546.80	686.60
1885	795.89	689.38
1886	410.83	686.67
1887	427.06	687.64
1888	780.21	687.50
1889	367.38	690.72
1890	433.05	689.15
1891	558.15	693.31
1892	591.33	688.67
1893	52.44	690.67
1894	523.92	695.01
1895	570.25	689.88
1896	107.06	693.15
1897	284.07	692.14
1898	708.33	692.02
1899	272.95	692.50
1900	545.67	691.83
1901	222.59	694.08
1902	606.90	693.19
1903	747.58	693.40
1904	761.01	693.89
1905	79.74	695.93
1906	464.39	695.64
1907	681.58	694.14
1908	788.51	697.18
1909	132.26	697.28
1910	314.79	696.00
1911	95.40	699.03
1912	573.08	696.92
1913	622.75	705.24
1914	704.28	698.54
1915	262.25	698.11
1916	383.58	699.61
1917	409.19	699.00
1918	139.28	699.99
1919	397.08	701.65
1920	655.80	699.10
1921	321.80	701.70
1922	795.90	701.20
1923	370.72	703.62
1924	79.24	705.08
1925	483.27	704.73
1926	54.71	704.44
1927	791.34	706.83
1928	379.31	706.63
1929	777.88	705.50
1930	214.00	706.00
1931	597.20	708.57
1932	672.19	706.81
1933	761.44	708.83
1934	91.83	709.65
1935	205.47	708.60
1936	57.00	708.50
1937	75.50	709.75
1938	368.66	711.23
1939	464.61	710.18
1940	588.71	709.43
1941	726.80	710.11
1942	263.30	710.27
1943	653.20	708.71
1944	119.20	711.27
1945	665.35	713.33
1946	741.49	712.22
1947	212.07	713.25
1948	295.18	712.40
1949	54.56	716.95
1950	281.93	713.79
1951	476.17	715.31
1952	656.45	712.95
1953	775.22	713.91
1954	315.12	713.38
1955	585.49	715.10
1956	125.93	714.47
1957	451.42	715.08
1958	431.57	715.75
1959	466.85	717.10
1960	614.18	716.86
1961	378.60	722.81
1962	647.50	718.82
1963	769.64	717.25
1964	436.33	718.92
1965	284.83	720.17
1966	681.35	721.80
1967	86.69	723.49
1968	242.30	721.50
1969	399.40	720.07
1970	565.40	720.91
1971	333.97	724.53
1972	389.92	723.32
1973	418.80	725.40
1974	491.28	723.65
1975	447.12	725.12
1976	595.03	727.92
1977	268.27	726.42
1978	151.78	730.34
1979	437.54	731.81
1980	553.18	731.45
1981	734.03	727.93
1982	250.22	729.76
1983	341.98	730.70
1984	720.51	730.06
1985	283.65	735.01
1986	478.55	731.18
1987	777.27	731.42
1988	191.63	732.28
1989	328.07	732.02
1990	431.35	731.55
1991	508.09	734.93
1992	527.42	731.58
1993	273.38	733.76
1994	376.51	734.01
1995	729.15	734.78
1996	101.40	733.75
1997	232.53	734.11
1998	364.08	732.83
1999	620.44	734.14
2000	387.35	734.19
2001	683.50	733.65
2002	795.83	733.63
2003	466.19	738.69
2004	491.92	735.10
2005	585.00	735.54
2006	711.71	735.49
2007	107.25	735.92
2008	289.21	736.74
2009	361.64	736.54
2010	476.62	737.88
2011	595.47	737.47
2012	60.92	738.08
2013	84.08	738.20
2014	205.00	737.92
2015	158.90	741.24
2016	447.79	739.88
2017	637.75	738.50
2018	139.64	743.50
2019	208.25	743.97
2020	647.52	740.42
2021	152.64	742.05
2022	238.42	741.38
2023	594.09	743.53
2024	78.85	744.57
2025	692.15	743.45
2026	779.82	742.27
2027	283.05	744.69
2028	328.37	743.11
2029	473.67	742.67
2030	532.71	744.05
2031	658.33	745.06
2032	717.95	744.27
2033	772.66	745.84
2034	382.08	743.42
2035	521.69	744.73
2036	709.44	744.65
2037	748.89	745.38
2038	724.00	745.86
2039	740.37	745.23
2040	238.91	748.89
2041	350.03	747.13
2042	305.56	747.56
2043	754.85	749.65
2044	361.50	748.79
2045	636.26	749.82
2046	447.12	749.58
2047	603.13	749.26
2048	701.94	750.64
2049	424.00	750.33
2050	522.18	750.36
2051	76.92	751.00
2052	189.73	751.27
2053	390.12	751.25
2054	455.54	755.22
2055	597.72	752.50
2056	258.32	752.71
2057	715.76	752.67
2058	144.04	753.73
2059	307.36	756.18
2060	418.15	757.79
2061	97.33	755.33
2062	114.91	756.51
2063	207.76	756.91
2064	724.00	754.50
2065	576.67	755.83
2066	737.67	755.52
2067	434.07	759.79
2068	441.11	758.63
2069	358.31	758.82
2070	201.82	760.93
2071	593.76	762.68
2072	122.86	762.94
2073	179.43	762.95
2074	74.98	767.46
2075	392.10	763.88
2076	145.12	764.54
2077	423.41	773.84
2078	677.72	766.81
2079	212.77	768.64
2080	447.44	767.40
2081	630.26	766.14
2082	321.79	767.21
2083	399.78	769.35
2084	458.39	770.50
2085	599.29	772.59
2086	780.63	769.84
2087	111.58	769.53
2088	739.58	770.19
2089	60.23	774.64
2090	471.00	770.81
2091	248.14	770.82
2092	479.95	770.48
2093	587.64	771.21
2094	766.80	776.71
2095	504.06	774.11
2096	571.72	774.09
2097	626.06	772.89
2098	797.62	773.50
2099	700.93	773.87
2100	188.26	775.65
2101	363.75	774.75
2102	482.90	775.97
2103	528.79	775.64
2104	752.12	776.52
2105	313.08	775.42
2106	327.57	777.04
2107	474.11	777.61
2108	567.93	776.03
2109	679.99	780.72
2110	605.08	777.94
2111	640.81	777.29
2112	83.27	779.03
2113	384.06	779.34
2114	452.17	778.75
2115	611.36	780.40
2116	392.25	779.75
2117	491.05	782.25
2118	594.16	781.20
2119	435.66	783.56
2120	458.74	782.42
2121	541.17	782.00
2122	722.37	783.71
2123	732.09	783.44
2124	388.90	784.16
2125	245.47	786.99
2126	464.77	784.86
2127	520.48	784.36
2128	177.36	788.65
2129	80.00	786.65
2130	337.00	787.27
2131	352.38	789.59
2132	381.08	790.58
2133	489.25	787.87
2134	657.78	789.22
2135	163.44	787.81
2136	696.16	789.20
2137	726.90	789.75
2138	532.74	788.96
2139	688.30	790.38
2140	792.10	790.80
2141	601.68	791.87
2142	265.11	792.98
2143	298.13	796.00
2144	61.99	796.00
2145	88.19	794.36
2146	685.08	795.25
2147	779.60	794.54
2148	282.21	797.39
2149	625.23	794.65
2150	633.12	795.85
2151	339.90	796.30
2152	359.55	798.30
2153	720.38	798.65
2154	525.91	798.83
2155	687.68	798.54
2156	98.75	799.00
2157	116.50	799.00
2158	126.50	799.00
2159	424.00	799.00
2160	460.00	799.00
2161	466.75	799.00
2162	481.75	799.00
2163	639.50	799.00
2164	655.00	799.00
2165	782.50	799.00
2166	794.23	798.56
